longitud;latitud
-74,0489669009999;4,70936271100
-74,1681375229999;4,62796845100
-74,2095245669999;4,61151019900
-74,1714740169999;4,62658752500
-74,0294272989999;4,76582537600
-74,1156440298024;4,57386227675
-74,1198245493483;4,71764450629
-74,1169681279999;4,51148806000
-74,1068246319999;4,70101673100
-74,1279691290000;4,58801510300
-74,0902044179999;4,57788189000
-74,1340294049999;4,64965165500
-74,2129234369999;4,62388416000
-74,1759135399999;4,64631361800
#¡VALOR!;4,74647123400
-74,1201815979999;4,66743624200
-74,0820768859999;4,58024396500
-74,1105274239999;4,74485589400
-74,1133698869999;4,67827209000
-74,1179519439999;4,56204319000
-74,1874619289999;4,64180584900
-74,0905011429999;4,53761691100
-74,0307609879999;4,75645210200
-74,0629728929999;4,64406973400
-74,1773033639999;4,62904388000
-74,0597478719999;4,66903876900
-74,1305585869999;4,60361882400
-74,1308689499999;4,70089927100
-74,0421623369999;4,72483780600
-74,0781298239999;4,66369205400
-74,0958337039999;4,54850653000
-74,1253719519999;4,66692874900
-74,0806291970000;4,61739593500
-74,1004132279999;4,56071650900
-74,1795567159999;4,59858088700
-74,1141259849999;4,61654167000
-74,1095785239999;4,59880478000
-74,1131548089999;4,59121233300
-74,0838049919999;4,59544507700
-74,1584536539999;4,57726438800
-74,1589331849999;4,55274329500
-74,1143585489999;4,59116187200
-74,1974933379999;4,62304838300
-74,1656972639999;4,60834083700
-74,0995541289999;4,49086067800
-74,0851290339999;4,64656032400
-74,1953705500000;4,61006147200
-74,0608562829999;4,71296106400
-74,1170006519999;4,58935488500
-74,0351014809999;4,74231886200
-74,1049460089999;4,59135130400
-74,1899473069999;4,63005221300
-74,0688538759999;#¡VALOR!
74,0886944829999;4,58604050300
#¡VALOR!;#¡VALOR!
#¡VALOR!;4,71718430300
-74,0918761599999;4,59893163300
-74,1609567657604;4,63389471884
-74,0308661189999;4,75687380100
-74,1570719539999;4,67012216200
-74,1022286349999;4,55951776300
-74,0818777599999;4,68560019900
-74,0646624539999;4,64838063900
-74,1557811429999;4,64485448200
-74,1051035719999;4,57425278600
-74,1140591529999;4,54672591000
-74,1728151940000;4,59304691400
-74,0347176219999;4,71869446900
-74,1101301829999;4,73478775000
-74,1057387870000;4,54227097700
-74,0660760449999;4,65499361300
-74,1019017869999;4,74894240500
-74,2120507243941;4,61005419217
-74,0998988499999;4,75372709000
-74,0476979019999;4,69753868900
-74,0510116119999;4,67298488700
-74,0801221244808;4,57834065681
-74,1203429809999;4,70951128600
-74,2022778999999;4,63156424200
-74,0510410249999;4,72925999300
-74,0599864239999;4,71861345900
-74,0788691259999;4,67450215600
-74,0874145419999;4,56291571000
-74,0439072529999;4,70221000500
-74,1033481169999;4,66829824500
-74,0382420569999;4,72145521400
-74,1465951380000;4,59801518800
-74,0974457889999;4,72293299900
-74,0893764329999;4,58246937300
-74,1414400749999;4,60164328500
-74,1081603479999;4,54859640300
-74,0994477879999;4,60573036700
-74,1391856759999;4,60917511000
-74,0926655329999;4,63555263600
-74,2140997569999;4,62864597900
-74,1843466439999;4,62330304300
74,0991212679999;4,57363394100
-74,1062800000000;4,70242830000
-74,1036246579999;4,71465504100
-74,1495000000000;4,55512050000
-74,0354204559999;4,70126961600
-74,1394656009999;4,58286891600
-74,1176022489999;4,70595684400
-74,1819197519999;4,61655366400
-74,0875720550000;4,58226716900
-74,1732847909999;4,62708191400
-74,1546607569999;4,63880683900
-74,0635700349999;4,72018120300
-74,1055222169999;4,70728114600
-74,1036661929999;4,49062567800
-74,1476922209999;4,55532335000
-74,1930187829999;4,62528869400
-74,0290008449999;4,76356832900
-74,0777640329999;4,62606284300
-74,0774354089999;4,58984508500
-74,0873466219999;4,60102642100
-74,1350316169999;4,66563690500
-74,0615720139999;4,64190677200
-74,0353037939999;4,73195443000
-74,1685450779999;4,57282006100
-74,1773498599999;4,64219793400
-74,0848712939999;4,67225815400
-74,1314301909999;4,72262661600
-74,0333256609999;4,76999455300
-74,1712919719999;4,62445880100
-74,1185165119999;4,74790918200
-74,0437992599999;4,74082141600
-74,0641033809999;4,63237281100
-74,1811904349999;4,62920841400
-74,1887638279999;4,63841590500
-74,0958575629999;4,69681942900
-74,0988882219999;4,60485615300
-74,0370638529999;4,76249138400
74,0854275759999;4,50111631500
-74,1907087500000;4,61498072700
-74,1624128223272;4,56711324261
-74,0691442849999;4,64570568200
-74,0752131099999;4,66654951100
-74,1266170629999;4,59458836500
-74,2075409039999;4,62612759800
-74,1521070669999;4,57164735900
-74,1735361799999;4,65138001500
-74,1000499979999;4,74211872800
-74,1229220909999;4,56755595500
-74,1087996379999;4,54849108000
-74,0352329209999;4,69907121300
-74,0853956319999;4,64852731200
-74,1166442741599;4,54440982604
-74,0864102049999;4,72549675500
-74,1437129649999;4,53441010200
-74,1111369629999;4,68965856900
-74,0582764970000;4,64591036300
-74,0430484699999;4,74643434800
-74,1567837910000;4,68807428500
-74,1516954489999;4,54069027600
-74,1113756969999;4,55080551800
-74,1105956179999;4,59045187100
-74,1018369909999;4,69206406900
-74,1572156747571;4,57576449806
-74,0838798679999;4,64616351800
-74,0981662639999;4,63650685400
-74,1457805749999;4,66841579200
-74,1025022349999;4,75390583700
-74,0933130359999;4,56548094800
-74,1037633179999;4,57083677300
-74,1529368999999;4,57275649500
-74,0730112979999;4,62703875000
-74,0868265359999;4,56797569900
-74,2041566409999;#¡VALOR!
-74,1563566070022;4,61880810012
-74,1836371119999;4,60372631500
-74,1617829999999;4,65478771600
-74,0731317830000;4,66167747400
-74,0974879779999;4,63308359800
-74,0993837809999;4,62715901200
-74,1079736774381;4,70900820541
-74,1000934399999;4,50492273600
-74,0597893509999;4,74970021900
-74,1607943046367;4,64796657121
-74,1270701809999;4,59831855100
-74,0978813349999;4,55453734000
-74,1499498559999;4,57628539500
-74,0943972829999;4,56099431300
-74,1230876389999;4,55664713100
-74,0568729299999;4,74103278800
-74,0704395139999;4,58983101600
-74,0736547710000;4,66940378100
-74,1245826489999;4,69714615200
-74,1485791699999;4,62186737300
-74,1530363329999;4,57793395600
-74,1035235979999;4,75986830200
-74,0559981159999;4,74597089200
-74,1149857889717;4,74826712915
-74,1186766439999;4,74541890700
-74,0671408799999;4,73891330800
-74,1883598009999;4,62994112300
-74,1683399649999;4,57004714300
#¡VALOR!;#¡VALOR!
-74,1481533399207;4,63918430232
-74,0356281979999;4,71510156200
-74,1476151009999;4,63536296800
-74,0478123126470;4,58711539705
-74,0770460689999;4,62105559400
-74,0883510840000;#¡VALOR!
-74,0998541149999;4,58312836500
-74,0940265730000;4,74054462100
-74,1458286699999;4,62608188300
-74,1089895599999;4,69157062800
-74,1132233139999;4,60084136800
-74,0855895999999;4,72210255600
-74,1659547779999;4,60455257700
-74,1415961749999;4,66729276400
-74,1645777519999;4,62549269400
-74,1464368050000;4,62206031100
-74,1749988409999;4,58954837600
-74,1156949449999;4,48900818800
-74,1966651947143;4,62435693583
-74,0616347899999;4,68219352400
-74,0997865048965;4,59433556179
-74,1080966729999;4,67798814600
-74,1065200069999;4,67189952600
-74,1581677780226;4,65376813423
-74,1894651779999;4,63877211200
-74,2088535439999;4,61178937600
-74,0253391249999;4,69676469500
-74,1527325659999;4,67637848000
-74,1163211649999;4,58637933600
-74,1253185599999;4,74400363200
-74,0696848869999;4,70880880800
#¡VALOR!;4,64301819700
-74,0528504629999;4,72503627000
-74,0259912749999;4,73502639700
-74,0650937759999;4,72438970600
-74,1398286269999;4,64090148100
-74,0177183783944;4,73254540606
-74,0944619719999;4,69043467900
-74,1683443039999;4,60904160000
-74,1294706349999;4,64339002600
-74,1286518029999;4,56250718800
-74,0818843393814;4,55431568310
-74,1481965319999;4,60067371700
-74,0898473232051;4,56056437272
#¡VALOR!;4,56228222900
-74,1994867319999;4,62093674200
-74,1102356039999;4,66878711000
-74,1343031377763;4,58009633123
-74,1160945949999;4,53883719400
-74,1718413829999;4,61777383500
-74,1275361799999;4,60439003100
-74,0694962609999;4,70698958600
-74,2121864129999;4,62922302600
-74,1472453209999;4,61573646900
-74,1395841240000;4,54773700200
-74,0971361919999;4,71649019800
-74,1491242749999;4,66831143300
-74,0777427049999;4,69179323400
-74,1338665249999;4,58108499700
-74,0994888949999;4,73139685300
-74,1126757829999;4,51056654500
-74,2054717183065;4,62281434020
-74,0802603509999;4,61485717000
-74,1169112239999;4,72353633300
-74,1602653279999;4,54429408500
-74,1792764049999;4,58240405300
-74,1422825409999;4,71054932400
-74,1240369449999;4,46800072500
-74,0938703771275;4,79022394224
-74,1269644815440;4,56278168228
-74,0787877969999;4,60350085600
-74,1496781679999;4,62731199700
-74,1013123119999;4,49219998000
-74,0803610999999;4,58696686500
-74,1375887009999;4,56091943300
-74,0373161499999;4,76141634300
-74,2034247826941;4,61856824622
-74,0868234989999;4,53642468400
-74,0531712469999;4,72816248500
