FECHA DEL EVENTO;DIRECCIÓN ATENCIÓN DEL INCIDENTE;LATITUD;LONGITUD;Tiempo de Respuesta;Tiempo total evento;RECURSOS;RECURSOS;RECURSOS;RECURSOS;RECURSOS;RECURSOS;RECURSOS;TOTAL RECURSOS;J1;J2;Cdte.;Sub. Cdte.;Tte.;Sgto.;Cabo;Bro.;Otro;Total;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TIPO SUBCLASE DE SERVICIO;USO DE LA EDIFICACION ;CLASE DE USO DE LA EDIFICACION ;SUBCLASE DE USO DE LA EDIFICACION ;CLASE DE VEHÍCULO;SUBCLASE DE VEHÍCULO;ÁREA AFECTADA EN MTS2 EVENTOS FORESTALES;ÁREA EXPUESTA EN MTS2 EVENTOS FORESTALES;ORIGEN DE LA CAUSA COLOCAR EL TITULO DE CADA SERVICIO PARA LAS CAUSA;CAUSAS;Población Expuesta Hombres;Población Expuesta Mujeres;Población Expuesta Niñas;Población Expuesta Niños;Población Afectada Hombres;Población Afectada Mujeres;Población Afectada Niñas;Población Afectada Niños;Rescatados Hombres;Rescatados Mujeres;Rescatados Niñas;Rescatados Niños;Heridos Hombres;Heridos Mujeres;Heridos Niñas;Heridos Niños;Sin signos vitales Hombres;Sin signos vitales Mujeres;Sin signos vitales Niñas;Sin signos vitales Niños
lunes, 18 de febrero de 2019;CL 47 98 SUR;;;0:14:29;1:12:42;ME-22;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;20;PREDIOS GIBRALTAR;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 18 de febrero de 2019;CL 67 SUR 71G;;;0:29:28;3:00:28;ME-06;;;;;;;1;;;;;;1;1;4;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;20.000;100.000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 18 de febrero de 2019;KR 97 42G SUR 51;;;0:15:06;1:17:46;ME-22;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;15;PREDIOS GIBRALTAR;1.3.3.1 LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
lunes, 18 de febrero de 2019;CL 76A 18G 19;;;0:08:00;1:11:00;ME-31;CT-12;;;;;;2;;;;;;1;1;4;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;20;20000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 18 de febrero de 2019;CL 74B SUR 27B 36;;;0:27:42;2:34:05;ME-06;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.3 INCENDIOS MÁS DE 5000 MTS/2;1.3.3.1 VEGETACIÓN NATIVA;;;;;;30000;500000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 18 de febrero de 2019;CL 91 SUR 2 65;;;0:09:51;0:32:02;ME-31;CT-12;;;;;;2;;;;;1;;3;3;;7;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;200;RIVERA RIO CHUNIZA;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 18 de febrero de 2019;KR 11 65 SUR;;;0:05:04;1:26:33;ME-31;CT-12;;;;;;2;;;;;1;;3;3;;7;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;300;2 HECTAREAS;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 18 de febrero de 2019;CL 65 SUR 77G 76;;;0:01:35;1:26:32;ME-28;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÓMICA LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS ( Panaderías, peluquerías, misceláneas, dispensarios, droguerías y otros);;;;;1.1.1.12 SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes, 18 de febrero de 2019;CL 75 SUR 4 ESTE;;;0:07:32;3:52:32;ME-31;CT-12;;;;;;2;;;;;;;3;3;;6;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.2 PLANTACIÓN PINO;;;;;;800;CERROS ENTRE NUBES;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes 19 de febrero de 2019;DG 68 SUR 73J 11;;;0:29:01;3:11:01;ME-28;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;300;70000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes 19 de febrero de 2019;KR 96 42 G SUR;;;0:15:27;1:47:27;ME-46;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;20;PREDIOS GIBRALTAR;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes 19 de febrero de 2019;PARQUE NACIONAL;;;0:13:19;2:08:19;ME-37;;;;;;;1;;;;;;1;1;4;;6;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.5 RETAMO ESPINOSO;;;;;;490;CERROS ORIENTALES;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes 19 de febrero de 2019;CL 71  18 SUR;;;0:09:01;4:05:01;ME-41;CT-11;;;;;;2;;;;;;1;1;5;;7;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.5 RETAMO ESPINOSO;;;;;;100;CERRO DEL ZUQUE;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes 19 de febrero de 2019;CL 49 SUR 89B 30;;;0:03:00;1:53:00;ME-28;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;300;100000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes 19 de febrero de 2019;AUTO NORTE 198 12;;;0:17:37;1:06:37;ME-16;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
miércoles, 20 de febrero de 2019;AV USME 96A 97 SUR;;;0:08:00;0:59:00;ME-22;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.4 VEHÍCULO DE TRANSPORTE MASIVO;1.2.4.2 ARTICULADO;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 20 de febrero de 2019;CL 68C SUR 78 20;;;0:10:00;2:13:00;ME-28;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
miércoles, 20 de febrero de 2019;CL 153 57;;;0:08:00;1:39:00;ME-20;;;;;;;1;;;;;;1;;2;;3;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
miércoles, 20 de febrero de 2019;DG 38G SUR 11;;;0:09:00;8:24:00;ME-30;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;500;10000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
miércoles, 20 de febrero de 2019;KR 18 31D SUR 57;;;0:10:24;0:48:00;ME-21;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;1.1.2.1.1 PROCESAMIENTO INDUSTRIAL;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 20 de febrero de 2019;CL 94 16 90;;;0:11:00;0:57:00;ME-37;ME-45;;;;;;2;;;;;1;1;2;4;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 20 de febrero de 2019;CL 78C SUR 18N ;;;0:24:00;3:38:00;ME-06;;;;;;;1;;;;;;;;5;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;1000;CERROS;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
miércoles, 20 de febrero de 2019;CL 40 SUR  10;;;0:12:03;1:37:47;ME-30;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;800;10000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 21 de febrero de 2019;CL 68G BIS SUR 49B 36;;;0:06:54;6:50:46;ME-06;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
jueves, 21 de febrero de 2019;KR 37 1F 91;;;0:07:19;0:52:37;ME-21;UR-01;CT-01;;;;;3;;;;;;1;2;9;;12;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.3.1 LLAMA ABIERTA;PROVOCADA;;1;;;;1;;;;;;;;;;;;;;
jueves, 21 de febrero de 2019;KR 26 71 31 SUR;;;0:32:05;5:52:59;ME-06;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;500;20000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 21 de febrero de 2019;KR 68B 74A 75;;;0:07:33;1:48:25;ME-29;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;;3;;;;3;;;;;;;;;;;;;;
jueves, 21 de febrero de 2019;CL 78 SUR 88I 27;;;0:27:10;1:24:01;ME-28;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;100;1000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 21 de febrero de 2019;CL 70 SUR 1 39;;;0:26:23;3:06:15;ME-31;;;;;;;1;;;;;;;2;2;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;1000;20000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 21 de febrero de 2019;CL 58G SUR 46A;;;0:10:00;0:16:00;ME-22;;;;;;;1;;;;;;1;1;3;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;400;2000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 21 de febrero de 2019;CL 75D SUR 74B 05;;;0:10:00;1:19:00;ME-06;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.4 CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
jueves, 21 de febrero de 2019;KR 7 53 SUR 2A 53;;;0:10:00;8:37:00;ME-36;;;;;;;1;;;;;;1;1;2;;4;1. INCENDIOS;1.3 FORESTALES;1.3.3 INCENDIOS MÁS DE 5000 MTS/2;1.3.3.1 VEGETACIÓN NATIVA;;;;;;20000;100000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 21 de febrero de 2019;KR 128 15A 73;;;0:13:00;1:36:00;ME-43;MLI-01;;;;;;2;;;;;;1;1;8;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;1.1.2.1.1 PROCESAMIENTO INDUSTRIAL;;;;;1.1.1.11 REACCION QUIMICA EXOTERMICA;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
jueves, 21 de febrero de 2019;AV PRIMERA DE MAYO;;;0:05:00;0:23:00;ME-46;MA-04;;;;;;2;;;;;;2;5;6;;13;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.8 ALTO IMPACTO;1.1.8.1 SERVICIOS DE DIVERSION Y ESPARCIMIENTO;1.1.8.1.1 DISCOTECAS, TABERNAS Y BARES;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
jueves, 21 de febrero de 2019;KR 68 26;;;0:02:33;0:45:33;MLI-02;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.3 MOTOCICLETA;;;1.2.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
viernes, 22 de febrero de 2019;KR 92 71 41 SUR;;;0:08:55;1:19:30;ME-28;;;;;;;1;;;;;;1;1;3;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;1;1;2;1;1;1;2;;;;;;;;;;;;
viernes, 22 de febrero de 2019;SECTOR LAS GAVIOTAS;;;0:18:00;9:26:00;X-35;;;;;;;5;;;;;2;2;1;15;;20;1. INCENDIOS;1.3 FORESTALES;1.3.3 INCENDIOS MÁS DE 5000 MTS/2;1.3.3.5 RETAMO ESPINOSO;;;;;;15.000;INDETERMINADA ;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 22 de febrero de 2019;CL 48P SUR 5B;;;0:32:24;7:30:00;ME-06;;;;;;;1;;;;;;;1;2;;3;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;800;40000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 22 de febrero de 2019;CRA 68 CON 98;;;0:02:57;8:38:44;ME-29;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
viernes, 22 de febrero de 2019;DG 69B SUR 78C 28;;;0:10:05;5:18:52;ME-28;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
viernes, 22 de febrero de 2019;CL 70 SUR 34 05;;;0:20:39;5:18:26;ME-33;ME-6;;;;;;2;;;;;;1;1;2;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;500;50000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 22 de febrero de 2019;KR 57R 62 45 SUR;;;0:09:22;1:29:22;ME-36;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;2280;30000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 22 de febrero de 2019;CL 81 SUR 80L 20;;;0:12:00;3:57:00;ME-28;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;100;500;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 22 de febrero de 2019;AC 96 73A (ESPACIO PUBLICO);;;0:11:15;0:42:00;ME-48;;;;;;;1;;;;;;;2;1;;3;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;500;10.000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 22 de febrero de 2019;KR 18 ESTE 82 SUR;;;0:09:00;2:21:00;ME-36;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.5 RETAMO ESPINOSO;;;;;;1080;40000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 22 de febrero de 2019;KR 15 54 65 SUR;;;0:10:00;2:07:00;ME-44;;;;;;;1;;;;;;;1;2;;3;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.9 FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;;1;;;;1;;;;1;;;;;;;;;;
viernes, 22 de febrero de 2019;AV BOYACA 59 SUR;;;0:10:00;3:59:00;ME-33;;;;;;;1;;;;;;2;;2;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;20000;20000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 22 de febrero de 2019;CL 58 SUR 44 09;;;0:11:00;1:25:00;ME-06;;;;;;;1;;;;;;;1;2;;3;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;200;50000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 22 de febrero de 2019;CL 56 SUR 5D 30;;;1:14:00;2:51:00;ME-36;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;1731;30000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 22 de febrero de 2019;KR 49A 58 SUR;;;0:13:00;2:36:00;ME-6;;;;;;;1;;;;;;;1;2;;3;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;10000;80000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 22 de febrero de 2019;KR 13F 59B SUR;;;0:31:00;1:17:00;ME-36;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;600;20000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 22 de febrero de 2019;AV. USME CL 115 SUR;;;0:35:00;2:57:00;ME-31;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;1000;PARQUE CANTA RANA;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 22 de febrero de 2019;PARAISO EL MIRADOR;;;0:43:00;4:24:00;ME-06;;;;;;;1;;;;;;;;4;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;25000;40000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado, 23 de febrero de 2019;CL 13 SUR 11 ESTE;;;0:10:52;1:58:14;ME-41;;;;;;;1;;;;;;;1;4;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.3.1 LLAMA ABIERTA;PROVOCADA;1;;;;1;;;;;;;;;;;;;;;
sábado, 23 de febrero de 2019;CL 42 C BIS A 17 72 SUR;;;0:13:19;1:15:19;ME-41;CT-11;;;;;;2;;;;;;1;1;5;;7;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.5 RETAMO ESPINOSO;;;;;;300;CERROS ORIENTALES;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado, 23 de febrero de 2019;KR 1A ESTE 89 76 SUR;;;0:13:25;4:59:22;ME-31;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.3 INCENDIOS MÁS DE 5000 MTS/2;1.3.3.1 VEGETACIÓN NATIVA;;;;;;10000;60000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado, 23 de febrero de 2019;KE 100 X385 SUR;;;0:22:36;3:02:36;ME-22;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;200;20000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado, 23 de febrero de 2019;KR 8 13 SUR;;;0:03:13;0:52:13;ME-41;;;;;;;1;;;;;;1;;2;;3;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;50;2000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado, 23 de febrero de 2019;CL 117 SUR 4F 48 ESTE;;;0:24:12;3:28:00;ME-31;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;;1000;15000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado, 23 de febrero de 2019;TV 60 100 90;;;0:10:42;3:10:14;ME-37;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÓMICA LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS ( Panaderías, peluquerías, misceláneas, dispensarios, droguerías y otros);;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;2;1;;;2;1;;;;;;;;;;;;;;
sábado, 23 de febrero de 2019;SECTOR TIHUAQUE INVACIOIN;;;0:12:49;2:27:00;ME-41;;;;;;;1;;;;;;1;;2;;3;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;;600;CERROS ORIENTALES;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado, 23 de febrero de 2019;AV VILLAVICENCIO AV BOYACA;;;0:10:00;3:28:00;ME-40;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;1000;2000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado, 23 de febrero de 2019;CL 75A SUR 20 39;;;0:15:20;2:48:30;ME-40;;;;;;;1;;;;;;1;;2;;3;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;50;2000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado, 23 de febrero de 2019;CL 69A SUR 11B ESTE;;;0:08:00;1:15:00;ME-41;;;;;;;1;;;;;;1;;2;;3;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;100;INDETERMINADA;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado, 23 de febrero de 2019;CLL 48A SUR 88C-59;;;0:16:21;0:50:21;ME-22;;;;;;;1;;;;;;;2;3;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado, 23 de febrero de 2019;CLL 57U N. 76A-85;;;0:14:51;0:11:51;ME-28;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;1.1.2.1.1 PROCESAMIENTO INDUSTRIAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
domingo, 24 de febrero de 2019;KR 54 128B 53;;;0:10:04;1:21:09;ME-20;CT-5;;;;;;2;;;;;;1;1;4;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.16 SERVICIOS TÉCNICOS ESPECIALIZADOS;1.1.16.4 CARPINTERIA METALICA Y DE MADERA;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
