FECHA DEL EVENTO;DIRECCIÓN ATENCIÓN DEL INCIDENTE;LATITUD;LONGITUD;Tiempo de Respuesta;Tiempo total evento;RECURSOS;RECURSOS;RECURSOS;RECURSOS;RECURSOS;RECURSOS;RECURSOS;TOTAL RECURSOS;J1;J2;Cdte.;Sub. Cdte.;Tte.;Sgto.;Cabo;Bro.;Otro;Total;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TIPO SUBCLASE DE SERVICIO;USO DE LA EDIFICACION ;CLASE DE USO DE LA EDIFICACION ;SUBCLASE DE USO DE LA EDIFICACION ;CLASE DE VEHÍCULO;SUBCLASE DE VEHÍCULO;ÁREA AFECTADA EN MTS2 EVENTOS FORESTALES;ÁREA EXPUESTA EN MTS2 EVENTOS FORESTALES;ORIGEN DE LA CAUSA COLOCAR EL TITULO DE CADA SERVICIO PARA LAS CAUSA;CAUSAS;Población Expuesta Hombres;Población Expuesta Mujeres;Población Expuesta Niñas;Población Expuesta Niños;Población Afectada Hombres;Población Afectada Mujeres;Población Afectada Niñas;Población Afectada Niños;Rescatados Hombres;Rescatados Mujeres;Rescatados Niñas;Rescatados Niños;Heridos Hombres;Heridos Mujeres;Heridos Niñas;Heridos Niños;Sin signos vitales Hombres;Sin signos vitales Mujeres;Sin signos vitales Niñas;Sin signos vitales Niños
miércoles, 10 de julio de 2019;CL 75A   SUR 103 85  ;463.609.140.756.814;-742.095.973.019.194;0:11:00;1:46:00;ME-6;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;800;50000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
miércoles, 10 de julio de 2019;CL 35C    26H 32 SUR ;462.957.551.200.009;-740.875.678.239.999;0:06:00;3:30:00;ME-27;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;1.1.2.1.1 PROCESAMIENTO INDUSTRIAL;;;;;1.1.1.3  CHISPAS ELECTRICAS;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
miércoles, 10 de julio de 2019;KR 76A    57Z 96 SUR ;459.401.984.400.006;-741.795.417.469.999;0:13:00;0:35:00;ME-5;CT-7;;;;;;2;;;;;;1;1;4;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;500;5000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
miércoles, 10 de julio de 2019;CL 189    8A 5  ;476.582.537.600.007;-740.294.272.989.999;0:11:00;1:44:00;ME-42;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
jueves, 11 de julio de 2019;TV 35    22  SUR ;459.559.970.700.008;-741.140.430.399.999;0:04:00;0:56:00;ME-27;CT-2;;;;;;2;;;;;;;1;6;;7;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;;;;;;;;;;;;;;;;
jueves, 11 de julio de 2019;CL 40Q   SUR  1  ;455.222.242.100.007;-74.097.773.184;0:09:00;2:35:00;ME-39;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;4;60;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 11 de julio de 2019;CL 33B   SUR 16A 49  ;457.386.227.674.688;-741.156.440.298.024;0:12:00;2:02:00;ME-27;CT-2;X-32;;;;;3;;;;;;1;1;5;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;2;;1;;2;;1;;;;;;;;;;;;;
jueves, 11 de julio de 2019;TV 2D BIS B  50 40 SUR  ;453.944.622.200.004;-741.087.808.859.999;0:22:00;2:22:00;ME-4;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;100;400;1.3.3.1 LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
viernes, 12 de julio de 2019;KR 106A    75 98 SUR ;463.628.080.959.765;-742.095.416.998.325;0:44:06;2:40:37;CT-6;;;;;;;1;;;;;;;1;1;;2;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;300;RIVERA DEL RIO BOGOTA;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 12 de julio de 2019;CL 79    111C 31  ;471.764.450.628.822;-741.198.245.493.483;0:10:15;4:19:02;ME-48;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
viernes, 12 de julio de 2019;KR 14C    76B 7 SUR IN 1;451.148.806.000.009;-741.169.681.279.999;0:00:57;0:28:05;ME-4;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
viernes, 12 de julio de 2019;CL 164A    4 75  ;473.953.301.100.005;-740.212.816.779.999;0:07:00;2:56:00;ME-42;R-17;;;;;;2;;;;;;1;1;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
sábado, 13 de julio de 2019;CL 1    24C 12  ;459.483.453.300.004;-740.981.261.589.999;0:09:00;0:42:00;ME-27;CT-2;;;;;;2;;;;;;;1;6;;7;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes, 15 de julio de 2019;CL 75    89B 9  ;470.101.673.100.004;-741.068.246.319.999;0:13:00;2:33:00;ME-48;;;;;;;1;;;;;;;2;2;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
lunes, 15 de julio de 2019;DG 42   SUR 34B 17  ;458.801.510.300.009;-74.127.969.129;0:10:00;1:27:00;ME-5;;;;;;;1;;;;;;1;1;2;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.3  CHISPAS ELECTRICAS;ACCIDENTAL;;1;;1;;1;;1;;;;;;;;;;;;
lunes, 15 de julio de 2019;CL 49    13 88  ;463.645.212.800.009;-740.666.212.269.999;0:04:00;1:03:00;ME-45;ME-37;;;;;;2;;;;;;;5;5;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.2 COMERCIO ZONAL;1.1.4.2.1 ALMACENES;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes, 16 de julio de 2019;KR 8    15 8 SUR ;457.788.189.000.007;-740.902.044.179.999;0:09:00;5:45:00;ME-39;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.8  FALLA EN APARATO ELECTRONICO;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
martes, 16 de julio de 2019;KR 78D    13 34  ;464.965.165.500.007;-741.340.294.049.999;0:09:00;1:48:00;ME-46;CT-6;;;;;;2;;;;;;;2;4;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes, 16 de julio de 2019;KR 94    87 40 SUR ;462.388.416.000.005;-742.129.234.369.999;0:16:00;1:56:00;ME-6;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;2;;;;2;;;;;;;;;;;;;;;
martes, 16 de julio de 2019;KR 19    45 23  ;463.357.478.000.006;-740.719.636.079.999;0:06:00;0:52:00;MA-2;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.4 VEHÍCULO DE TRANSPORTE MASIVO;1.2.4.4 SITP - BUS;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 17 de julio de 2019;KR 58    170   ;475.564.745.400.004;-740.574.932.119.999;0:03:00;0:35:00;ME-20;;;;;;;1;;;;;;1;1;3;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;10;15;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
miércoles, 17 de julio de 2019;KR 97C    41 31 SUR ;464.631.361.800.008;-741.759.135.399.999;0:13:00;1:30:00;ME-46;MA-04;;;;;;2;;;;;;;3;8;;11;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.3.1  LLAMA ABIERTA;PROVOCADA;1;1;;;1;1;;;;;;;;;;;;;;
miércoles, 17 de julio de 2019;CL 64    128 50  ;472.160.783.300.006;-741.439.142.019.999;0:08:00;3:54:00;ME-48;;;;;;;1;;;;;;;2;2;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;40;200;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
miércoles, 17 de julio de 2019;CL 71   SUR 104 41  ;463.785.775.200.006;742.047.640.769.999;0:14:00;1:23:00;ME-6;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;500;5000;1.3.1.4  CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
miércoles, 17 de julio de 2019;KR 4    26A 34  ;461.044.127.600.007;-740.659.659.879.999;0:10:00;1:50:00;ME-38;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;20;40;1.3.1.4  CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
jueves, 18 de julio de 2019;CL 75A   SUR 103 85  ;463.609.140.756.814;-742.095.973.019.194;0:14:00;3:08:00;ME-6;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;500;5000;1.3.1.4  CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
jueves, 18 de julio de 2019;KR 11D    48C 22 SUR ;456.490.711.800.006;-741.155.417.239.999;0:09:00;2:30:00;ME-39;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;100;500;1.3.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
jueves, 18 de julio de 2019;CL 17    95   ;466.667.225.096.586;-741.386.130.247.351;0:05:00;0:43:00;ME-43;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.5 TAXI;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
viernes, 19 de julio de 2019;KR 151 BIS   138 41  ;474.647.123.400.007; -74.1223444529999;0:18:00;2:43:00;ME-32;X-13;;;;;;2;;;;;1;;;6;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
viernes, 19 de julio de 2019;CL 63   SUR 19D 12  ;456.162.949.200.007; -74.1440851019999;0:02:00;0:42:00;X-47;ME-3;;;;;;2;;;;;1;1;1;4;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÓMICA LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS  ( Panaderías, peluquerías, misceláneas, dispensarios, droguerías y otros) ;;;;;1.1.3.3  OTRAS, CUAL, DESCRIBALA;PROVOCADA;1;;;;1;;;;;;;;;;;;;;;
sábado, 20 de julio de 2019;CL 24A    80B 16  ;466.743.624.200.006;-741.201.815.979.999;0:09:00;1:03:00;ME-43;CT-8;;;;;;2;;;;;;2;;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
sábado, 20 de julio de 2019;KR 7    12   ;459.921.956.300.008; -74.0746784179999;0:06:00;1:27:00;MA-2;CT-1;;;;;;2;;;;;;1;1;6;;8;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.7 MOTOTRICICLO;;;1.2.1.11  LLAMA ABIERTA;ACCIDENTAL;2;;;;2;;;;;;;;1;;;;;;;
sábado, 20 de julio de 2019;KR 68    2   ;462.220.967.700.006;-74.125.921.955.999;0:09:00;1:05:00;ME-46;X-29;;;;;;2;;;;;;1;1;6;;8;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.10  FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado, 20 de julio de 2019;AC 45   SUR 66 88  ;459.560.444.600.004;-741.503.424.899.999;0:16:00;2:28:00;ME-3;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;50;RONDA RIO TUNJUELITO;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 22 de julio de 2019;KR 23 2B 16;459.834.349.100.009;-740.940.531.099.999;0:08:00;0:38:00;UR-01;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.5 TAXI;;;1.2.1.10  FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes, 22 de julio de 2019;CL 64 93 11;468.938.083.400.008;-741.177.267.749.999;0:13:00;1:36:00;ME-48;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;1.1.2.1.1 PROCESAMIENTO INDUSTRIAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;30;75;;;30;75;;;;;;;;;;;;;;
lunes, 22 de julio de 2019;KR 3B 6A 30 SUR;458.024.396.500.008;-740.820.768.859.999;0:09:00;4:30:00;X-30;ME-38;;;;;;2;;;;;1;;;1;;2;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;1;1;;1;1;1;;1;1;1;;;;;;;;;
lunes, 22 de julio de 2019;CL 70 SUR 18M 72;455.052.369.500.004;-741.523.301.459.999;0:14:00;1:32:00;ME-3;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;4;15;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 22 de julio de 2019;KR 77Y BIS 45 16 SUR;461.057.192.200.008;-741.623.796.639.999;0:08:00;0:39:00;CT-6;X-26;;;;;;2;;;;;;;3;1;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.3 CHISPAS ELECTRICAS;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes, 23 de julio de 2019;KR 128    137 11  ;474.485.589.400.007;-741.105.274.239.999;0:10:22;1:40:07;ME-32;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes, 23 de julio de 2019;KR 116    22J 40  ;468.883.102.700.005;-741.475.808.789.999;0:06:00;1:35:00;CT-8;ME-43;X-42;;;;;3;;;;;1;1;1;7;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;1.1.2.2.1 ALMACENAMIENTO;;;;;1.1.1.9  FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 24 de julio de 2019;CL 52B BIS 85 37;467.827.209.000.006;-741.133.698.869.999;0:16:00;1:49:00;ME-48;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;2;;;;2;;;;;;;;;;;;;;
miércoles, 24 de julio de 2019;CL 82 SUR 89 21;462.219.474.900.007;-742.073.150.139.999;0:45:00;6:19:00;X-34;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;600;2000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 25 de julio de 2019;KR 49B    168A 23  ;475.043.989.600.005;-740.500.426.049.999;0:05:00;0:42:00;ME-20;X-40;;;;;;2;;;;;;1;2;3;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.17 SERVICIOS AUTOMOTRICES Y DE VENTAS DE COMBUSTIBLE;1.1.17.4 TALLERES DE MECÁNICA Y ELECTROMECANICA;;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
jueves, 25 de julio de 2019;AC 80    96 8  ;470.873.403.800.005;74.110.626.996;0:06:00;0:55:00;ME-48;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;100;700;1.3.1.4  CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
jueves, 25 de julio de 2019;DG 66   SUR 80A 40  ;460.557.617.800.009;-460.557.617.800.009;0:09:00;4:30:00;ME-46;CT-6;;;;;;2;;;;;;;2;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÓMICA LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS  ( Panaderías, peluquerías, misceláneas, dispensarios, droguerías y otros) ;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
jueves, 25 de julio de 2019;CL 209    9   ;4,78389.653.416.385;-740.280.310.083.592;0:21:00;1:18:00;ME-42;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;20;200;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 25 de julio de 2019;KR 11    48J 13 SUR ;456.204.319.000.005;-741.179.519.439.999;0:23:00;1:15:00;CT-2;;;;;;;1;;;;;;;;2;;2;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
jueves, 25 de julio de 2019;CL 12    9 15  ;460.031.235.600.007;-740.767.261.539.999;0:09:00;1:05:00;CT-1;MA-2;;;;;;2;;;;;;1;1;5;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÓMICA LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS  ( Panaderías, peluquerías, misceláneas, dispensarios, droguerías y otros) ;;;;;1.1.1.4  CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
jueves, 25 de julio de 2019;CL 180    54 63  ;475.966.862.700.005;-740.519.467.899.999;0:09:00;1:22:00;ME-20;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;50;500;1.3.3.1 LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
viernes, 26 de julio de 2019;KR 103    75  SUR ;463.403.761.000.006;-742.082.617.789.999;0:32:00;4:25:00;ME-6;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;1200;10000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 26 de julio de 2019;CL 52   SUR 98B 70  ;464.180.584.900.009;-741.874.619.289.999;0:14:00;1:49:00;ME-46;MA-04;;;;;;2;;;;;;2;2;7;;11;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
viernes, 26 de julio de 2019;KR 80M    71F 85 SUR ;460.884.689.800.008;-741.961.787.309.999;0:10:00;1:16:00;ME-6;;;;;;;1;;;;;;;1;2;;3;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado, 27 de julio de 2019;CL 53   SUR 11 4 ESTE ;453.761.691.100.004;-740.905.011.429.999;0:09:00;2:24:00;ME-39;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
sábado, 27 de julio de 2019;AC 6    32A 27  ;460.876.104.700.009;-741.013.703.839.999;0:06:00;0:49:00;MA-2;CT-1;;;;;;2;;;;;;;2;5;;7;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.5 TAXI;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado, 27 de julio de 2019;CL 180    8C 60  ;475.645.210.200.008;-740.307.609.879.999;0:14:00;1:41:00;ME-42;R-17;;;;;;2;;;;;;1;2;7;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
sábado, 27 de julio de 2019;KR 8B    57 50  ;464.406.973.400.008;-740.629.728.929.999;0:02:00;1:20:00;ME-37;;;;;;;1;;;;;;;2;3;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;2;;;;2;;;;;;;;;;;;;;
domingo, 28 de julio de 2019;CL 49   SUR 87 44  ;462.904.388.000.004;-741.773.033.639.999;0:08:07;1:15:50;ME-46;CT-6;;;;;;2;;;;;;;2;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;3;4;1;;3;4;1;;;;;;;;;;;;;
