FECHA DEL EVENTO;DIRECCIÓN;Tiempo de Respuesta;Tiempo total evento;M;M;M;M;M;M;M;M;M;M;total;R;R;R;R;R;R;Otro;total;Tte;Sto;Cbo;Bros;Otro;total;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TITULO;USO;CLASE DE USO;SUBCLASE DE USO;CLASE DE VEHICULO;SUBTIPO CLASE DE VEHICULO;ORIGEN DE LA CAUSA;CAUSAS;ÁREA AFECTADA EN MTS 2;ÁREA EXPUESTA EN MTS 2;Población Expuesta Hombres;Población Expuesta Mujeres;Población Expuesta Menores;Población Afectada Hombres;Población Afectada Mujeres;Población Afectada Menores;Rescatados Hombres;Rescatados Mujeres;Rescatados Menores;Heridos Hombres;Heridos Mujeres;Heridos Menores;Sin signos vitales Hombres;Sin signos vitales Mujeres;Sin signos vitales Menores
miércoles 14 de febrero de 2018;KR 27 35 SUR;00:04;01:18;ME44;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;15;200;;;;;;;;;;;;;;;
miércoles 14 de febrero de 2018;KR 98 136 88;00:05;01:40;ME08;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;P.1 LLAMA ABIERTA;PROVOCADA;;;2;1;;2;1;;;;;;;;;;
miércoles 14 de febrero de 2018;KR 26D 75 SUR 47;00:19;01:34;ME33;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS ;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.5 RETAMO ESPINOSO;;;;;;I. INDETERMINADA;INDETERMINADA;90;CERROS;;;;;;;;;;;;;;;
miércoles 14 de febrero de 2018;DG 52A SUR 53 83;00:15;02:01;ME35;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.10 LLAMA ABIERTA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
miércoles 14 de febrero de 2018;AV CARACAS 33 SUR;00:08;00:52;ME44;CT02;;;;;;;;;2;;;;;;;;0;;;2;7;;9;1. INCENDIOS ;1.2 VEHICULARES;;;;;;1.2.4 VEHICULO DE TRANSPORTE MASIVO;1.2.4.2 ARTICULADO;A.13 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
miércoles 14 de febrero de 2018;CL 114 SUR 8 ESTE 32;00:18;01:45;CT12;;;;;;;;;;1;;;;;;;;0;;;1;2;;3;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;100;10.000;;;;;;;;;;;;;;;
miércoles 14 de febrero de 2018;AV PRIMERO DE MAYO AV BOYACA;00:05;00:29;ME22;CT06;;;;;;;;;2;;;;;;;;0;;;2;5;;7;1. INCENDIOS ;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.3 CHISPAS ELECTRICAS;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
miércoles 14 de febrero de 2018;KR 94G 96 10;00:12;00:40;ME45;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS ;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;P.1 LLAMA ABIERTA;PROVOCADA;;;1;;;1;;;;;;;;;;;
jueves 15 de febrero de 2018;CL 46 SUR 17 ESTE;00:16;01:07;ME26;;;;;;;;;;1;;;;;;;;0;;;2;2;;4;1. INCENDIOS ;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.5 RETAMO ESPINOSO;;;;;;P.3 OTROS, CUAL, DESCRIBALA;PROVOCADA;50;10;;;;;;;;;;;;;;;
jueves 15 de febrero de 2018;CL 114 SUR 8 ESTE 32;00:24;03:08;CT12;;;;;;;;;;1;R10;;;;;;;1;;1;;4;;5;1. INCENDIOS ;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.1 VEGETACIÓN NATIVA;;;;;;I. INDETERMINADA;INDETERMINADA;500;500.000;;;;;;;;;;1;;;;;
jueves 15 de febrero de 2018;CL 49 SUR 98;00:12;00:58;ME27;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;40;10.000;;;;;;;;;;;;;;;
viernes 16 de febrero de 2018;KR 77I 70B SUR 10;00:08;00:58;ME27;;;;;;;;;;1;R8;;;;;;;1;;1;2;6;;9;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;6;7;4;6;7;4;;;;;;;;;
viernes 16 de febrero de 2018;KR 93 42B 31 SUR;00:06;01:26;ME22;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.10 LLAMA ABIERTA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
viernes 16 de febrero de 2018;KR 107 58 SUR 24;00:10;01:07;ME27;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;40;60.000;;;;;;;;;;;;;;;
sábado 17 de febrero de 2018;SECTOR DE VITELMA ;00:12;01:51;ME38;;;;;;;;;;1;;;;;;;;0;;;1;5;;6;1. INCENDIOS ;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.1 VEGETACIÓN NATIVA;;;;;;I. INDETERMINADA;INDETERMINADA;300;30.000;;;;;;;;;;;;;;;
sábado 17 de febrero de 2018;KR 16 183 43;00:17;01:02;ME15;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;A.13 OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
sábado 17 de febrero de 2018;CL 12B 3 58;00:12;00:56;ME21;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.4 CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
sábado 17 de febrero de 2018;CL 80 BIS SUR 94;00:18;02:26;ME27;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;P.1 LLAMA ABIERTA;PROVOCADA;2.000;50.000;;;;;;;;;;;;;;;
sábado 17 de febrero de 2018;KR 16 ESTE 76B SUR;00:14;01:26;ME41;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.1 VEGETACIÓN NATIVA;;;;;;I. INDETERMINADA;INDETERMINADA;30;RESERVA FORESTAL;;;;;;;;;;;;;;;
sábado 17 de febrero de 2018;KR 70C 68B SUR ;00:11;04:45;ME40;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
sábado 17 de febrero de 2018;CL 49 SUR 95A 90;00:19;02:23;ME27;;;;;;;;;;1;R8;;;;;;;1;;;1;6;;7;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;120;30.000;;;;;;;;;;;;;;;
sábado 17 de febrero de 2018;KR 7B 138 65;00:09;00:49;ME42;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.12 SUPERFICIES CALIENTES;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
domingo 18 de febrero de 2018;CL 62 SUR 87B 65;00:09;00:39;ME27;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;A.10 LLAMA ABIERTA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
lunes 19 de febrero de 2018;CL 3 SUR 15;00:06;00:44;ME44;;;;;;;;;;1;;;;;;;;0;;;1;5;;6;1. INCENDIOS ;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.13 SUPERFICIES CALIENTES;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
lunes 19 de febrero de 2018;KR 12J 28B SUR 10;00:09;02:16;ME44;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
lunes 19 de febrero de 2018;KR 79 19A ;00:13;02:02;ME43;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.5 RETAMO ESPINOSO;;;;;;I. INDETERMINADA;INDETERMINADA;60;60.000;;;;;;;;;;;;;;;
lunes 19 de febrero de 2018;KR 24B 16 03 SUR ;00:06;00:58;ME44;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;1.1.2.1.1 PROCESAMIENTO INDUSTRIAL;;;A.12 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
lunes 19 de febrero de 2018;KR 109 151C 30;00:06;00:29;ME08;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;I. INDETERMINADA;INDETERMINADA;;;1;;;1;;;;;;;;;;;
martes 20 de febrero de 2018;CL 12B 3 31;00:06;01:47;ME38;;;;;;;;;;1;R17;;;;;;;1;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;1.1.2.2.1 ALMACENAMIENTO;;;A.12 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
martes 20 de febrero de 2018;KR 21 44 15 SUR;00:07;00:38;ME44;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;1.1.2.2.2 DISPOSICIÓN DE MATERIALES;;;I. INDETERMINADA;INDETERMINADA;;;1;;;1;;;;;;;;;;;
martes 20 de febrero de 2018;CL 75B 112A 13;00:03;00:19;ME45;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.10 LLAMA ABIERTA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
martes 20 de febrero de 2018;CL 78A SUR 3 ESTE 10;00:11;01:31;ME26;CT12;;;;;;;;;2;;;;;;;;0;;;1;5;;6;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;300;10.000;;;;;;;;;;;;;;;
martes 20 de febrero de 2018;CL 17 83 31;00:03;02:17;ME43;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.2 CHISPA POR FRICCION MECANICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
martes 20 de febrero de 2018;CK 59 22G ;00:05;00:26;ME35;;;;;;;;;;1;;;;;;;;0;;;1;5;;6;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;50;500;;;;;;;;;;;;;;;
martes 20 de febrero de 2018;CL 80 30;00:05;00:45;ME29;CT04;;;;;;;;;2;;;;;;;;0;;;2;5;;7;1. INCENDIOS ;1.2 VEHICULARES;;;;;;1.2.2 VEHICULO DE SERVICIO PUBLICO;1.2.2.5 TAXI;A.13 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
martes 20 de febrero de 2018;CL 180 65;00:13;00:54;CT05;;;;;;;;;;1;;;;;;;;0;;;;2;;2;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;500;1.200;;;;;;;;;;;;;;;
martes 20 de febrero de 2018;KR 103 75 SUR 53;00:13;01:50;ME22;;;;;;;;;;1;;;;;;;;0;;;1;5;;6;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;200;100.000;;;;;;;;;;;;;;;
miércoles 21 de febrero de 2018;CL 58A SUR 23D 20;00:06;01:01;ME36;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;50;10.000;;;;;;;;;;;;;;;
miércoles 21 de febrero de 2018;KR 15F 75 SUR 76;00:15;00:59;ME36;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;150;10.000;;;;;;;;;;;;;;;
miércoles 21 de febrero de 2018;VIA USME;00:08;02:27;ME26;;;;;;;;;;1;R17;;;;;;;1;;1;1;4;;6;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;I. INDETERMINADA;INDETERMINADA;80;300.000;;;;;;;;;;;;;;;
miércoles 21 de febrero de 2018;KR 88A 154C 39;00:08;05:12;ME08;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
jueves 22 de febrero de 2018;AV CARACAS 22;00:08;01:32;ME21;UR01;;;;;;;;;2;;;;;;;;0;;1;1;8;;10;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
jueves 22 de febrero de 2018;CL 80 BIS A SUR 16;00:05;01:51;ME36;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;1.1.1.3.3 CASETAS;;;A.10 LLAMA ABIERTA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
jueves 22 de febrero de 2018;CL 152A 99 60;00:06;01:43;ME08;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;2;1;;2;1;;;;;;;;;;
jueves 22 de febrero de 2018;KR 72K 34 SUR 12;00:07;01:02;CT06;MA04;ME22;;;;;;;;3;;;;;;;;0;;2;3;7;;12;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;1.1.2.2.1 ALMACENAMIENTO;;;A.10 LLAMA ABIERTA;ACCIDENTAL;;;1;1;;1;1;;;;;;;;;;
jueves 22 de febrero de 2018;CL 67C 115D;00:08;01:00;ME45;;;;;;;;;;1;;;;;;;;0;;;;5;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.12 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;1;;1;1;;;;;;;;;;
viernes 23 de febrero de 2018;CL 44D 45 30;00:08;00:56;MLI02;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.2 EDIFIACACIONES DE GRAN ALTURA ( MAYOR A 7 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;;1;;;1;;;;;;1;;;;
viernes 23 de febrero de 2018;DG 22B BIS 20 51;00:06;03:52;ME21;UR01;;;;;;;;;2;;;;;;;;0;;1;1;8;;10;1. INCENDIOS ;1.2 VEHICULARES;;;;;;1.2.4 VEHICULO DE TRANSPORTE MASIVO;1.2.4.5 SITP - BUSETA (20 A 30 PASAJEROS);A.6 FALLA ELECTRICA;ACCIDENTAL;;;3;;97;3;;97;;;;;;;;;
viernes 23 de febrero de 2018;CL 79 5;00:09;02:15;ME37;ME28;;;;;;;;;2;;;;;;;;0;;1;1;9;;11;1. INCENDIOS ;1.2 VEHICULARES;;;;;;1.2.2 VEHICULO DE SERVICIO PUBLICO;1.2.2.5 TAXI;A.13 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 23 de febrero de 2018;CL 27  SUR 27;00:05;02:07;ME44;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;1.1.2.2.1 ALMACENAMIENTO;;;A.12 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 23 de febrero de 2018;KR 63 22 45;00:06;00:59;MLI02;MM01;;;;;;;;;2;;;;;;;;0;;1;1;7;;9;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.12 SUPERFICIES CALIENTES;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
sábado 24 de febrero de 2018;KR 70C 99A 43;00:08;04:43;ME29;CT04;;;;;;;;;2;;;;;;;;0;;;2;5;;7;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.10 LLAMA ABIERTA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
sábado 24 de febrero de 2018;CL 126 45A 63;00:12;05:19;ME20;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.12 SUPERFICIES CALIENTES;ACCIDENTAL;;;2;1;;2;1;;;;;;;;;;
sábado 24 de febrero de 2018;KR 18 5;00:05;01:08;ME21;UR01;;;;;;;;;2;;;;;;;;0;;1;1;9;;11;1. INCENDIOS ;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 25 de febrero de 2018;KR 20 137 48;00:06;02:44;ME15;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.10 LLAMA ABIERTA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 25 de febrero de 2018;KR 101 71B;00:06;00:52;ME45;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.14 OTROS, CUAL, DESCRIBALA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 25 de febrero de 2018;CL 45 13;00:04;01:04;ME37;;;;;;;;;;1;;;;;;;;0;;1;;5;;6;1. INCENDIOS ;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 25 de febrero de 2018;CL 127A 17A 40;00:10;02:52;ME15;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.12 SUPERFICIES CALIENTES;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
lunes 26 de febrero de 2018;CL 49 16;00:04;02:40;ME28;ME37;;;;;;;;;2;;;;;;;;0;;1;2;9;;;1. INCENDIOS ;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.2 CAMIONETA;A.10 FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
lunes 26 de febrero de 2018;KR 85 8;00:07;01:58;ME22;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.2 VEHICULARES;;;;;;1.2.2 VEHICULO DE SERVICIO PUBLICO;1.2.2.5 TAXI;I. INDETERMINADA;INDETERMINADA;;;1;;;1;;;;;;;;;;;
lunes 26 de febrero de 2018;DG 4 18C 75;00:05;00:08;ME21;UR01;;;;;;;;;2;;;;;;;;0;;1;1;9;;11;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;1.1.2.2.1 ALMACENAMIENTO;;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
lunes 26 de febrero de 2018;CL 18 SUR 18;00:06;01:32;ME44;ME30;CT02;;;;;;;;3;;;;;;;;0;;1;2;9;;12;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;A.10 LLAMA ABIERTA;ACCIDENTAL;;;3;;;3;;;;;;1;;;;;
lunes 26 de febrero de 2018;KR 91A 161 39;00:07;00:59;ME32;;;;;;;;;;1;R12;;;;;;;1;;1;1;5;;7;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;I. INDETERMINADA;INDETERMINADA;;;1;;;1;;;;;;;;;;;
martes 27 de febrero de 2018;CL  81 SUR 80L 20;00:13;01:58;ME36;;;;;;;;;;1;R8;;;;;;;1;;1;2;6;;9;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
martes 27 de febrero de 2018;KR 3 48T SUR 50;00:09;01:17;ME41;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.7 FALLA EN APARATO ELECTRICO;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
martes 27 de febrero de 2018;PARQUE CANTARANA ;00:06;01:02;CT12;;;;;;;;;;1;;;;;;;;0;;;;4;;4;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;30;400.000;;;;;;;;;;;;;;;
martes 27 de febrero de 2018;CL 72C 110B 39;00:01;00:45;ME45;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
martes 27 de febrero de 2018;KR 13 56C 53 SUR;00:06;03:32;ME33;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;500;10.000;;;;;;;;;;;;;;;
martes 27 de febrero de 2018;CL 14 116;00:09;04:37;ME43;CT08;;;;;;;;;2;;;;;;;;0;;;2;5;;7;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;30.000;160.000;;;;;;;;;;;;;;;
martes 27 de febrero de 2018;KR 26H 35B SUR 61 61;00:04;01:02;ME44;ME30;CT02;;;;;;;;3;;;;;;;;0;;1;2;10;;13;1. INCENDIOS ;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;1.1.2.1.1 PROCESAMIENTO INDUSTRIAL;;;A.2 CHISPA POR FRICCION MECANICA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
martes 27 de febrero de 2018;KR 94A 6 40;00:17;03:04;ME22;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS ;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;500;50.000;;;;;;;;;;;;;;;
