FECHA DEL EVENTO;DIRECCIÓN;Tiempo de Respuesta;Tiempo total evento;M;M;M;M;M;M;M;M;M;M;total;R;R;R;R;R;R;Otro;total;Tte;Sto;Cbo;Bros;Otro;total;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TITULO;USO;CLASE DE USO;SUBCLASE DE USO;CLASE DE VEHICULO;SUBTIPO CLASE DE VEHICULO;ORIGEN DE LA CAUSA;CAUSAS;ÁREA AFECTADA EN MTS 2;ÁREA EXPUESTA EN MTS 2;Población Expuesta Hombres;Población Expuesta Mujeres;Población Expuesta Menores;Población Afectada Hombres;Población Afectada Mujeres;Población Afectada Menores;Rescatados Hombres;Rescatados Mujeres;Rescatados Menores;Heridos Hombres;Heridos Mujeres;Heridos Menores;Sin signos vitales Hombres;Sin signos vitales Mujeres;Sin signos vitales Menores
viernes 2 de enero de 2015;CL 83A No 114 - 42;0:05;0:51;ME09;;;;;;;;;;1;;;;;;;;0;;;;5;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.22.1 FALLA ELECTRICA REDES O INSTALACIONES - Falla en aparatos Eléctricos;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 2 de enero de 2015;KR 50 No 163B - 80;0:04;0:37;ME20;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.2 VIVIENDA MAYORES 3 PISOS;;;B.17.2 LLAMAS ABIERTAS - Velas;B. ACCIDENTAL;;;;1;;;1;;;;;;;;;;
sábado 3 de enero de 2015;CL 90 94;0:08;1:06;ME09;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.3 CERCADOS DE PINOS Y OTRAS ESPECIES;;;;;;B.3 TENDIDOS ELECTRICOS;B. ACCIDENTAL;10;5;;;;;;;;;;;;;;;
sábado 3 de enero de 2015;TV 96 70 85 ;0:06;0:22;ME09;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;150;15000;;;;;;;;;;;;;;;
sábado 3 de enero de 2015;KR 77M 73C 17 SUR;0:12;0:52;ME02;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;300;HUMEDAL TIBANICA;;;;;;;;;;;;;;;
sábado 3 de enero de 2015;KR 110 63 64;0:04;0:19;ME09;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 SERVICIO PARTICULAR;1.2.1.1 VEHICULO;B.4 DERRAMES O FUGAS  DE LIQUIDOS INFLAMABLES O COMBUSTIBLES;B. ACCIDENTAL;;;;1;;;1;;;;;;;;;;
sábado 3 de enero de 2015;AV ESPERANZA 74A 84;0:08;0:56;MLI01;ME15;;;;;;;;;2;;;;;;;;0;;;1;7;;8;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.3 SERVICIO DE CARGA;1.2.3.1 CAMION;B.4 DERRAMES O FUGAS  DE LIQUIDOS INFLAMABLES O COMBUSTIBLES;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
sábado 3 de enero de 2015;CL 22F 107;0:04;1:08;ME15;MLI01;;;;;;;;;2;;;;;;;;0;;;1;8;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;B.2.1 MANTENIMIENTO EN DUCTOS (BUITRONES) - Falta de Mantenimiento;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
sábado 3 de enero de 2015;KR 7 CL 36;0:06;1:03;ME28;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÓMICA LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS ( Panaderias, peluquerias, miscelaneas, Etc…);;;B.22.2 FALLA ELECTRICA REDES O INSTALACIONES - Tendidos Eléctricos;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 4 de enero de 2015;KR 84 42A 14 SUR;0:06;0:37;ME22;CT6;;;;;;;;;2;R5;;;;;;;1;1;;1;9;;11;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.22.2 FALLA ELECTRICA REDES O INSTALACIONES - Tendidos Eléctricos;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 4 de enero de 2015;CL 22A 16 48;0:05;1:30;ME21;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.2 VIVIENDA MAYORES 3 PISOS;;;B.22.2 FALLA ELECTRICA REDES O INSTALACIONES - Tendidos Eléctricos;B. ACCIDENTAL;;;;1;;;1;;;;;;;;;;
domingo 4 de enero de 2015;KR 4A 22D 30 SUR;0:10;1:11;ME14;;;;;;;;;;1;;;;;;;;0;;;;4;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;20;2000;;;;;;;;;;;;;;;
domingo 4 de enero de 2015;CL 39 SUR 14 ESTE;0:14;1:23;ME14;;;;;;;;;;1;;;;;;;;0;;;;4;;4;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.5 RETAMO ESPINOSO;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;20;2000;;;;;;;;;;;;;;;
domingo 4 de enero de 2015;CL 55 SUR 34 14;0:09;1:33;ME30;CT2;;;;;;;;;2;;;;;;;;0;;1;;6;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;C.4 OCASIONADO POR MENORES;C. PROVOCADA;;;;2;1;;2;1;;;;;;;;;
domingo 4 de enero de 2015;CL 40B BIS SUR No 11 - 93 ESTE;0:06;0:56;ME14;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;50;EL CERRO;;;;;;;;;;;;;;;
lunes 5 de enero de 2015;CL 17 114 - 12;0:06;1:51;ME15;MLI01;;;;;;;;;2;;;;;;;;0;;;1;7;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;1.1.2.2.1 ALMACENAMIENTO;;;B.22.2 FALLA ELECTRICA REDES O INSTALACIONES - Tendidos Eléctricos;B. ACCIDENTAL;;;;1;;;1;;;;;;;;;;
lunes 5 de enero de 2015;SAN LUIS VIA LA CALERA;0:14;2:48;ME04;;;;;;;;;;1;R1;;;;;;;1;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.1 VEGETACIÓN NATIVA;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;100;10000;;;;;;;;;;;;;;;
lunes 5 de enero de 2015;CL 17 SUR 10;0:07;0:57;ME30;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 SERVICIO PARTICULAR;1.2.1.1 VEHICULO;B.4 DERRAMES O FUGAS  DE LIQUIDOS INFLAMABLES O COMBUSTIBLES;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
martes 6 de enero de 2015;CL 27 SUR 1 ESTE;0:13;1:43;ME30;;;;;;;;;;1;;;;;;;;0;;;;5;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;50;LOS CERROS;;;;;;;;;;;;;;;
martes 6 de enero de 2015;CL 5 12 25;0:06;0:45;ME21;;;;;;;;;;1;;;;;;;;0;;;;5;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 SERVICIO PARTICULAR;1.2.1.1 VEHICULO;B.6 FALLA ELECTRICA;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
martes 6 de enero de 2015;CL 42 SUR 90;0:04;1:38;ME13;ME22;CT6;;;;;;;;3;;;;;;;;0;;1;1;9;;11;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 SERVICIO PUBLICO;1.2.2.2 BUSETA (20 A 30 PASAJEROS);B.3 PROCESOS DE MANTENIMIENTO O REPARACION;B. ACCIDENTAL;;;2;1;;2;1;;;;;;;;;;
martes 6 de enero de 2015;KR 14B 48J SUR 04;0:12;1:11;ME30;;;;;;;;;;1;;;;;;;;0;;;;5;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;100;3000;;;;;;;;;;;;;;;
martes 6 de enero de 2015;CL 1B 29 52;0:09;1:37;ME30;CT2;;;;;;;;;2;;;;;;;;0;;;;5;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.22.1 FALLA ELECTRICA REDES O INSTALACIONES - Falla en aparatos Eléctricos;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
martes 6 de enero de 2015;KR 4A 22D SUR 30;0:06;0:43;ME12;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;30;10000;;;;;;;;;;;;;;;
miércoles 7 de enero de 2015;CL 75 SUR 78H 36;0:08;1:30;ME27;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;1.1.2.1.1 PROCESAMIENTO INDUSTRIAL;;;B.26 REACCIÓN QUÍMICA EXOTÉRMICA;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
miércoles 7 de enero de 2015;CL 8C 87B 15;0:07;0:54;ME22;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;D.1.1 INDETERMINADA;D. INDETERMINADA;;;1;;;1;;;;;;;;;;;
miércoles 7 de enero de 2015;CL 88 95C 47;0:09;0:40;ME09;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.17.2 LLAMAS ABIERTAS - Velas;B. ACCIDENTAL;;;;1;;;1;;;;;;;;;;
miércoles 7 de enero de 2015;CL 1A 11 ESTE 16;0:14;1:00;ME02;;;;;;;;;;1;X4;;;;;;;1;;;1;8;;9;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;20;2000;;;;;;;;;;;;;;;
jueves 8 de enero de 2015;SECTOR SUMAPAZ;1:08;7:18;;;;;;;;;;;0;X13;;;;;;;1;3;;;2;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.1 VEGETACIÓN NATIVA;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;1500;PARAMO;;;;;;;;;;;;;;;
jueves 8 de enero de 2015;KR 97C 49 SUR 16;0:11;2:39;ME27;;;;;;;;;;1;;;;;;;;0;;;;5;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;100;RELLENO SANITARIO GIBRALTAR;;;;;;;;;;;;;;;
jueves 8 de enero de 2015;AV ESPERANZA 52;0:05;1:31;ME34;MLI02;;;;;;;;;2;;;;;;;;0;;1;;8;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;B.2.1 MANTENIMIENTO EN DUCTOS (BUITRONES) - Falta de Mantenimiento;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
jueves 8 de enero de 2015;CL 55 SUR 104 48;0:11;1:12;ME27;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.22.2 FALLA ELECTRICA REDES O INSTALACIONES - Tendidos Eléctricos;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 9 de enero de 2015;KR 85 34A SUR ;0:05;0:24;ME22;ME13;;;;;;;;;2;;;;;;;;0;;1;1;8;;10;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.9 TRACCIÓN ANIMAL;;D.1.2 INDETERMINADA;D. INDETERMINADA;;;1;;;1;;;;;;;;;;;
viernes 9 de enero de 2015;KR 112F No 75 - 26;0:04;0:47;ME09;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.22.2 FALLA ELECTRICA REDES O INSTALACIONES - Tendidos Eléctricos;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 9 de enero de 2015;KR 5 ESTE 1A;0:07;1:24;ME02;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;100;INDETERMINADA;;;;;;;;;;;;;;;
viernes 9 de enero de 2015;CL 61D SUR 18C 08;0:07;0:35;ME24;ME3;;;;;;;;;2;;;;;;;;0;1;;1;3;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;B.22.2 FALLA ELECTRICA REDES O INSTALACIONES - Tendidos Eléctricos;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
sábado 10 de enero de 2015;CL 137B 151C 35;0:09;2:59;ME32;;;;;;;;;;1;;;;;;;;0;;;;4;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.22.2 FALLA ELECTRICA REDES O INSTALACIONES - Tendidos Eléctricos;B. ACCIDENTAL;;;4;2;4;4;2;4;;;;4;2;4;;;
sábado 10 de enero de 2015;CL 72 KR 60;0:02;0:26;ME29;CT4;;;;;;;;;2;;;;;;;;0;;;1;6;;7;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 SERVICIO PARTICULAR;1.2.1.1 VEHICULO;B.6 FALLA ELECTRICA;B. ACCIDENTAL;;;1;1;;1;1;;;;;1;1;;;;
sábado 10 de enero de 2015;CL 57B No 88F - 51 SUR;0:05;0:43;ME27;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.22.2 FALLA ELECTRICA REDES O INSTALACIONES - Tendidos Eléctricos;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
sábado 10 de enero de 2015;CL 139 No 72 - 28;0:12;1:10;ME20;CT5;;;;;;;;;2;;;;;;;;0;;1;;6;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.17.3 LLAMAS ABIERTAS - Fósforos;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
sábado 10 de enero de 2015;KR 97 No 24C - 23;0:11;0:38;ME15;MLI01;;;;;;;;;2;;;;;;;;0;;;2;7;;9;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;60;2;;;;;;;;;;;;;;;
domingo 11 de enero de 2015;CL 27 SUR 8A 29;0:09;3:20;ME14;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.2 VIVIENDA MAYORES 3 PISOS;;;B.22.1 FALLA ELECTRICA REDES O INSTALACIONES - Falla en aparatos Eléctricos;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 11 de enero de 2015;CL 21 5;0:05;2:01;ME21;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.22.2 FALLA ELECTRICA REDES O INSTALACIONES - Tendidos Eléctricos;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 11 de enero de 2015;KR 11 101 80;0:09;2:07;ME17;ME6;;;;;;;;;2;;;;;;;;0;;;1;8;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.6  EDUCATIVO;1.1.6.1 INSTITUCIONES DE EDUCACION SUPERIOR;;;;B.24 SUPERFICIES CALIENTES;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 11 de enero de 2015;CL 38C SUR 86G 24;0:07;1:26;ME13;;;;;;;;;;1;;;;;;;;0;;;;5;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.2 VIVIENDA MAYORES 3 PISOS;;;B.22.2 FALLA ELECTRICA REDES O INSTALACIONES - Tendidos Eléctricos;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 11 de enero de 2015;CL 62 9 80;0:01;0:49;ME04;ME28;;;;;;;;;2;;;;;;;;0;;1;1;8;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.2 VIVIENDA MAYORES 3 PISOS;;;B.17.4 LLAMAS ABIERTAS - Hornillas;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
lunes 12 de enero de 2015;CL 39 SUR 12B ESTE;0:04;1:14;ME14;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;30;100;;;;;;;;;;;;;;;
lunes 12 de enero de 2015;CL 69 SUR 64;0:16;1:06;ME24;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;150;30000;;;;;;;;;;;;;;;
lunes 12 de enero de 2015;VEREDA GUAYMARAL;0:09;0:50;ME17;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;20;1000;;;;;;;;;;;;;;;
lunes 12 de enero de 2015;KR 64 No 63 - 22 SUR;0:10;2:49;ME03;;;;;;;;;;1;;;;;;;;0;;;;4;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;500;INDETERMINADA;;;;;;;;;;;;;;;
lunes 12 de enero de 2015;KR 14 A ESTE No 88H - 12 SUR;0:10;1:35;ME14;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 SERVICIO PARTICULAR;1.2.1.1 VEHICULO;B.4 DERRAMES O FUGAS  DE LIQUIDOS INFLAMABLES O COMBUSTIBLES;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
lunes 12 de enero de 2015;KR 14A No 52 - 28 SUR;0:14;1:03;ME24;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.22.1 FALLA ELECTRICA REDES O INSTALACIONES - Falla en aparatos Eléctricos;B. ACCIDENTAL;;;;1;;;1;;;;;;;;;;
