FECHA DEL EVENTO;DIRECCIÃ“N ATENCIÃ“N DEL INCIDENTE;LATITUD;LONGITUD;Tiempo de Respuesta;Tiempo total evento;RECURSOS;RECURSOS2;RECURSOS3;RECURSOS4;RECURSOS5;RECURSOS6;RECURSOS7;TOTAL RECURSOS;J1;J2;Cdte.;Sub. Cdte.;Tte.;Sgto.;Cabo;Bro.;Otro;Total;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TIPO SUBCLASE DE SERVICIO;USO DE LA EDIFICACION ;CLASE DE USO DE LA EDIFICACION ;CLASE DE VEHÃCULO;SUBCLASE DE VEHÃCULO;ÃREA AFECTADA EN MTS2 EVENTOS FORESTALES;ÃREA EXPUESTA EN MTS2 EVENTOS FORESTALES;ORIGEN DE LA CAUSA COLOCAR EL TITULO DE CADA SERVICIO PARA LAS CAUSA;CAUSAS;PoblaciÃ³n Expuesta Hombres;PoblaciÃ³n Expuesta Mujeres;PoblaciÃ³n Expuesta NiÃ±as;PoblaciÃ³n Expuesta NiÃ±os;PoblaciÃ³n Afectada Hombres;PoblaciÃ³n Afectada Mujeres;PoblaciÃ³n Afectada NiÃ±as;PoblaciÃ³n Afectada NiÃ±os;Rescatados Hombres;Rescatados Mujeres;Rescatados NiÃ±as;Rescatados NiÃ±os;Heridos Hombres;Heridos Mujeres;Heridos NiÃ±as;Heridos NiÃ±os;Sin signos vitales Hombres;Sin signos vitales Mujeres;Sin signos vitales NiÃ±as;Sin signos vitales NiÃ±os;
lunes, 1 de julio de 2019;AK 45    127 60  ;4,708409377000070;-74,053125437999900;0:09:00;0:51:00;ME-42;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.4 VEHÃCULO DE TRANSPORTE MASIVO;1.2.4.4 SITP - BUS;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
martes, 2 de julio de 2019;CL 137 BIS   125B 11  ;4,743532164000040;-74,107516977999900;0:10:00;1:06:00;ME-32;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
martes, 2 de julio de 2019;KR 69J    72 46  ;4,683068359000060;-74,089975008999900;0:09:00;1:05:00;ME-44;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÃCULO  PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.10  FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
martes, 2 de julio de 2019;TV 35    32B 66 SUR ;4,593792784000070;-74,120611261999900;0:06:00;0:34:00;CT-2;X-32;;;;;;2;;;;;;1;1;5;;7;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÃCULO  PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miÃ©rcoles, 3 de julio de 2019;AK 45    153   ;4,738358236000070;-74,049060823999900;0:05:00;3:08:00;ME-20;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÃCULO DE SERVICIO PÃšBLICO;1.2.2.5 TAXI;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
miÃ©rcoles, 3 de julio de 2019;TV 6   ESTE 37C  SUR ;4,552935087366730;-74,090565320029900;0:01:00;0:25:00;CT-11;;;;;;;1;;;;;;1;;2;;3;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÃCULO  PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
jueves, 4 de julio de 2019;CL 127B BIS   19 36  ;4,709362711000040;-74,048966900999900;0:14:00;1:10:00;ME-42;CT-10;;;;;;2;;;;;;1;1;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
viernes, 5 de julio de 2019;KR 69 BIS   36  SUR ;4,611304953000060;46,113049530000600;0:10:00;0:52:00;ME-46;CT-6;;;;;;2;;;;;;;2;5;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
viernes, 5 de julio de 2019;KR 30    8   ;4,608599541000050;-74,096041821999900;0:04:00;0:40:00;CT-1;UR-01;;;;;;2;;;;;;1;;6;;7;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÃCULO  PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
viernes, 5 de julio de 2019;CL 42C   SUR 82A 19  ;4,627968451000070;-74,168137522999900;0:10:00;0:58:00;ME-46;CT-6;;;;;;2;;;;;;;3;5;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;2;;;;2;;;;;;;;;;;;;;
sÃ¡bado, 6 de julio de 2019;CL 22A BIS A  92 20  ;4,670174123000040;-74,132687505999900;0:10:00;2:14:00;ME-43;CT-8;;;;;;2;;;;;;1;1;7;;9;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÃCULO  PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sÃ¡bado, 6 de julio de 2019;KR 123    13 21  ;4,677805028511780;-74,172512629388100;0:11:00;23:58:00;CT-8;ME-43;X-42;;;;;3;;;;;;2;1;8;;11;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;1.1.2.2.1 ALMACENAMIENTO;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
sÃ¡bado, 6 de julio de 2019;KR 87H    56F 40 SUR ;4,625720079000080;-74,186821279999900;0:10:00;1:31:00;ME-6;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.16 SERVICIOS TÃ‰CNICOS ESPECIALIZADOS;1.1.16.4 CARPINTERIA METALICA Y DE MADERA;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
domingo, 7 de julio de 2019;CL 34A BIS  SUR 91C 40;4,644587482000080;-74,168261741999900;0:13:00;0:49:00;ME-46;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;80;200;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 7 de julio de 2019;CL 58D   SUR 51;4,581501276000040;-74,153096754999900;0:13:00;0:54:00;ME-5;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;20;50000;1.3.1.10  LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
domingo, 7 de julio de 2019;KR 78A 80 81 SUR;4,611510199000070;-74,209524566999900;0:09:00;3:14:00;ME-6;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;3;;;;3;;;;;;;;;;;;;;;
lunes, 8 de julio de 2019;CL 45 BIS  SUR 82C 25;4,626587525000050;-74,171474016999900;0:10:00;0:42:00;ME-46;CT-6;;;;;;2;;;;;;;2;;;2;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
lunes, 8 de julio de 2019;CL 64    128 50  ;4,721607833000060;-74,143914201999900;0:18:00;1:25:00;ME-48;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;10;HUMEDAL ;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 8 de julio de 2019;CL 78C    107   ;4,714213507000070;-74,117905029999900;0:23:00;0:56:00;ME-43;CT-8;UT-01;;;;;3;;;;;;1;2;6;;9;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÃCULO DE SERVICIO PÃšBLICO;1.2.2.5 TAXI;;;1.2.4.1 INDETERMINADA;INDETERMINADA;2;;;;2;;;;;;;;;;;;;;;
lunes, 8 de julio de 2019;KR 103    74 53 SUR ;4,635835878000080;-74,207569264999900;0:26:00;2:22:00;ME-6;;;;;;;1;;;;;;1;1;3;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;200;10000;1.3.1.4  CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
martes, 9 de julio de 2019;CL 43D   SUR 68A 63  ;4,596929684000090;-74,141181637999900;0:08:00;0:37:00;ME-5;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;20;1000;1.3.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
miÃ©rcoles, 10 de julio de 2019;CL 49F SUR 11D 32;4,561774091000070;-74,121182880999900;0:11:00;0:49:00;ME-40;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.3 VEHÃCULO DE CARGA;1.2.3.1 CAMIÃ“N;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
miÃ©rcoles, 10 de julio de 2019;KR 13F BIS   40 25 SUR ;4,573575728933640;-74,119838112597100;0:09:18;0:56:46;ME-27;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;10;50000;1.3.1.10  LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
miÃ©rcoles, 10 de julio de 2019;CL 75A   SUR 103 85  ;4,636091407568140;-74,209597301919400;0:11:00;1:46:00;ME-6;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;800;50000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
miÃ©rcoles, 10 de julio de 2019;CL 35C    26H 32 SUR ;4,629575512000090;-74,087567823999900;0:06:00;3:30:00;ME-27;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;1.1.2.1.1 PROCESAMIENTO INDUSTRIAL;;;;;1.1.1.3  CHISPAS ELECTRICAS;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
miÃ©rcoles, 10 de julio de 2019;KR 76A    57Z 96 SUR ;4,594019844000060;-74,179541746999900;0:13:00;0:35:00;ME-5;CT-7;;;;;;2;;;;;;1;1;4;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;500;5000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
miÃ©rcoles, 10 de julio de 2019;CL 189    8A 5  ;4,765825376000070;-74,029427298999900;0:11:00;1:44:00;ME-42;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
jueves, 11 de julio de 2019;TV 35    22  SUR ;4,595599707000080;-74,114043039999900;0:04:00;0:56:00;ME-27;CT-2;;;;;;2;;;;;;;1;6;;7;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÃCULO  PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;;;;;;;;;;;;;;;;
jueves, 11 de julio de 2019;CL 40Q   SUR  1  ;4,552222421000070;-74,097773184000000;0:09:00;2:35:00;ME-39;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;4;60;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
jueves, 11 de julio de 2019;CL 33B   SUR 16A 49  ;4,573862276746880;-74,115644029802400;0:12:00;2:02:00;ME-27;CT-2;X-32;;;;;3;;;;;;1;1;5;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;2;;1;;2;;1;;;;;;;;;;;;;
jueves, 11 de julio de 2019;TV 2D BIS B  50 40 SUR  ;4,539446222000040;-74,108780885999900;0:22:00;2:22:00;ME-4;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;100;400;1.3.3.1 LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
viernes, 12 de julio de 2019;KR 106A    75 98 SUR ;4,636280809597650;-74,209541699832500;0:44:06;2:40:37;CT-6;;;;;;;1;;;;;;;1;1;;2;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;300;RIVERA DEL RIO BOGOTA;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 12 de julio de 2019;CL 79    111C 31  ;4,717644506288220;-74,119824549348300;0:10:15;4:19:02;ME-48;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
viernes, 12 de julio de 2019;KR 14C    76B 7 SUR IN 1;4,511488060000090;-74,116968127999900;0:00:57;0:28:05;ME-4;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
viernes, 12 de julio de 2019;CL 164A    4 75  ;4,739533011000050;-74,021281677999900;0:07:00;2:56:00;ME-42;R-17;;;;;;2;;;;;;1;1;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
sÃ¡bado, 13 de julio de 2019;CL 1    24C 12  ;4,594834533000040;-74,098126158999900;0:09:00;0:42:00;ME-27;CT-2;;;;;;2;;;;;;;1;6;;7;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÃCULO  PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes, 15 de julio de 2019;CL 75    89B 9  ;4,701016731000040;-74,106824631999900;0:13:00;2:33:00;ME-48;;;;;;;1;;;;;;;2;2;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
lunes, 15 de julio de 2019;DG 42   SUR 34B 17  ;4,588015103000090;-74,127969129000000;0:10:00;1:27:00;ME-5;;;;;;;1;;;;;;1;1;2;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.3  CHISPAS ELECTRICAS;ACCIDENTAL;;1;;1;;1;;1;;;;;;;;;;;;
lunes, 15 de julio de 2019;CL 49    13 88  ;4,636452128000090;-74,066621226999900;0:04:00;1:03:00;ME-45;ME-37;;;;;;2;;;;;;;5;5;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.2 COMERCIO ZONAL;1.1.4.2.1 ALMACENES;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes, 16 de julio de 2019;KR 8    15 8 SUR ;4,577881890000070;-74,090204417999900;0:09:00;5:45:00;ME-39;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.8  FALLA EN APARATO ELECTRONICO;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
martes, 16 de julio de 2019;KR 78D    13 34  ;4,649651655000070;-74,134029404999900;0:09:00;1:48:00;ME-46;CT-6;;;;;;2;;;;;;;2;4;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes, 16 de julio de 2019;KR 94    87 40 SUR ;4,623884160000050;-74,212923436999900;0:16:00;1:56:00;ME-6;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;2;;;;2;;;;;;;;;;;;;;;
martes, 16 de julio de 2019;KR 19    45 23  ;4,633574780000060;-74,071963607999900;0:06:00;0:52:00;MA-2;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.4 VEHÃCULO DE TRANSPORTE MASIVO;1.2.4.4 SITP - BUS;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miÃ©rcoles, 17 de julio de 2019;KR 58    170   ;4,755647454000040;-74,057493211999900;0:03:00;0:35:00;ME-20;;;;;;;1;;;;;;1;1;3;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;10;15;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
miÃ©rcoles, 17 de julio de 2019;KR 97C    41 31 SUR ;4,646313618000080;-74,175913539999900;0:13:00;1:30:00;ME-46;MA-04;;;;;;2;;;;;;;3;8;;11;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.3.1  LLAMA ABIERTA;PROVOCADA;1;1;;;1;1;;;;;;;;;;;;;;
miÃ©rcoles, 17 de julio de 2019;CL 64    128 50  ;4,721607833000060;-74,143914201999900;0:08:00;3:54:00;ME-48;;;;;;;1;;;;;;;2;2;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;40;200;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
miÃ©rcoles, 17 de julio de 2019;CL 71   SUR 104 41  ;4,637857752000060;74,204764076999900;0:14:00;1:23:00;ME-6;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;500;5000;1.3.1.4  CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
miÃ©rcoles, 17 de julio de 2019;KR 4    26A 34  ;4,610441276000070;-74,065965987999900;0:10:00;1:50:00;ME-38;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;20;40;1.3.1.4  CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
jueves, 18 de julio de 2019;CL 75A   SUR 103 85  ;4,636091407568140;-74,209597301919400;0:14:00;3:08:00;ME-6;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;500;5000;1.3.1.4  CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
jueves, 18 de julio de 2019;KR 11D    48C 22 SUR ;4,564907118000060;-74,115541723999900;0:09:00;2:30:00;ME-39;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;100;500;1.3.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
jueves, 18 de julio de 2019;CL 17    95   ;4,666672250965860;-74,138613024735100;0:05:00;0:43:00;ME-43;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÃCULO DE SERVICIO PÃšBLICO;1.2.2.5 TAXI;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
viernes, 19 de julio de 2019;KR 151 BIS   138 41  ;4,746471234000070;-74,122344452999900;0:18:00;2:43:00;ME-32;X-13;;;;;;2;;;;;1;;;6;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
viernes, 19 de julio de 2019;CL 63   SUR 19D 12  ;4,561629492000070;-74,144085101999900;0:02:00;0:42:00;X-47;ME-3;;;;;;2;;;;;1;1;1;4;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÃ“MICA LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS  ( PanaderÃ­as, peluquerÃ­as, miscelÃ¡neas, dispensarios, droguerÃ­as y otros) ;;;;;1.1.3.3  OTRAS, CUAL, DESCRIBALA;PROVOCADA;1;;;;1;;;;;;;;;;;;;;;
sÃ¡bado, 20 de julio de 2019;CL 24A    80B 16  ;4,667436242000060;-74,120181597999900;0:09:00;1:03:00;ME-43;CT-8;;;;;;2;;;;;;2;;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 EDIFICACIÃ“N BAJA ( DE 1 A 6 PISOS);;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
sÃ¡bado, 20 de julio de 2019;KR 7    12   ;4,599219563000080;-74,074678417999900;0:06:00;1:27:00;MA-2;CT-1;;;;;;2;;;;;;1;1;6;;8;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÃCULO DE SERVICIO PÃšBLICO;1.2.2.7 MOTOTRICICLO;;;1.2.1.11  LLAMA ABIERTA;ACCIDENTAL;2;;;;2;;;;;;;;1;;;;;;;
sÃ¡bado, 20 de julio de 2019;KR 68    2   ;4,622209677000060;-74,125921955999000;0:09:00;1:05:00;ME-46;X-29;;;;;;2;;;;;;1;1;6;;8;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÃCULO  PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.10  FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sÃ¡bado, 20 de julio de 2019;AC 45   SUR 66 88  ;4,595604446000040;-74,150342489999900;0:16:00;2:28:00;ME-3;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;50;RONDA RIO TUNJUELITO;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 22 de julio de 2019;KR 23 2B 16;4,598343491000090;-74,094053109999900;0:08:00;0:38:00;UR-01;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÃCULO DE SERVICIO PÃšBLICO;1.2.2.5 TAXI;;;1.2.1.10  FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes, 22 de julio de 2019;CL 64 93 11;4,689380834000080;-74,117726774999900;0:13:00;1:36:00;ME-48;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;1.1.2.1.1 PROCESAMIENTO INDUSTRIAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;30;75;;;30;75;;;;;;;;;;;;;;
