FECHA DEL EVENTO;DIRECCIÃ“N ATENCIÃ“N DEL INCIDENTE;LATITUD;LONGITUD;Tiempo de Respuesta;Tiempo total evento;RECURSOS;RECURSOS2;RECURSOS3;RECURSOS4;RECURSOS5;RECURSOS6;RECURSOS7;TOTAL RECURSOS;J1;J2;Cdte.;Sub. Cdte.;Tte.;Sgto.;Cabo;Bro.;Otro;Total;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TIPO SUBCLASE DE SERVICIO;USO DE LA EDIFICACION ;CLASE DE USO DE LA EDIFICACION ;CLASE DE VEHÃCULO;SUBCLASE DE VEHÃCULO;ÃREA AFECTADA EN MTS2 EVENTOS FORESTALES;ÃREA EXPUESTA EN MTS2 EVENTOS FORESTALES;ORIGEN DE LA CAUSA COLOCAR EL TITULO DE CADA SERVICIO PARA LAS CAUSA;CAUSAS;PoblaciÃ³n Expuesta Hombres;PoblaciÃ³n Expuesta Mujeres;PoblaciÃ³n Expuesta NiÃ±as;PoblaciÃ³n Expuesta NiÃ±os;PoblaciÃ³n Afectada Hombres;PoblaciÃ³n Afectada Mujeres;PoblaciÃ³n Afectada NiÃ±as;PoblaciÃ³n Afectada NiÃ±os;Rescatados Hombres;Rescatados Mujeres;Rescatados NiÃ±as;Rescatados NiÃ±os;Heridos Hombres;Heridos Mujeres;Heridos NiÃ±as;Heridos NiÃ±os;Sin signos vitales Hombres;Sin signos vitales Mujeres;Sin signos vitales NiÃ±as;Sin signos vitales NiÃ±os;
martes 18 de febrero de 2020;CL 159 54 42;4,740750089000070;-74,055017716000000;0:03:00;2:35:00;ME-20;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.11 REACCION QUIMICA EXOTERMICA;ACCIDENTAL;2;1;;;2;1;;;;;;;1;1;;;;;;;
miÃ©rcoles 19 de febrero de 2020;KR 3 49 SUR 57;4,546064732000050;-74,108896611999900;0:11:00;0:56:00;ME-41;;;;;;;;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
miÃ©rcoles 19 de febrero de 2020;KR 111B 68 23;4,706187474232920;-74,131583294503600;0:07:00;1:51:00;ME-24;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.9 FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;;
miÃ©rcoles 19 de febrero de 2020;CL 62A SUR 71D 42;4,590698172000090;-74,165534424999900;0:14:00;2:20:00;ME-05;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.12 SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
miÃ©rcoles 19 de febrero de 2020;KR 17A 43A SUR;4,574403611758540;-74,123683006970300;0:09:00;2:51:00;ME-41;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.5 RETAMO ESPINOSO;;;;;2;INDETERMINADA;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;;
miÃ©rcoles 19 de febrero de 2020;KR 79D 42C 8 SUR;4,620588796000050;-74,163609801000000;0:05:00;0:37:00;ME-46;CT-06;;;;;;2;;;;;;;2;5;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.3.1 LLAMA ABIERTA;PROVOCADA;1;;;;1;;;;;;;;;;;;;;;;
miÃ©rcoles 19 de febrero de 2020;KR 18 10 9;4,604114687000050;-74,085110525999900;0:02:00;0:15:00;UR-01;ME-03;;;;;;2;;;;;;1;1;7;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.12 ADMINISTRACIÃ“N PÃšBLICA;1.1.12.2 SEDES ADMINISTRATIVAS DE SERVICIOS PÃšBLICOS;;;;;1.1.3.1 LLAMA ABIERTA;PROVOCADA;1;;;;;;;;;;;;;;;;;;;;
miÃ©rcoles 19 de febrero de 2020;CL 12 30 35;4,612679519999970;-74,094047173000000;0:06:00;2:06:00;ME-03;UR-01;X-16;;;;;3;;;;1;;1;1;10;;13;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.12 ADMINISTRACIÃ“N PÃšBLICA;1.1.12.2 SEDES ADMINISTRATIVAS DE SERVICIOS PÃšBLICOS;;;;;1.1.3.1 LLAMA ABIERTA;PROVOCADA;1;;;3;1;;;3;;;;;1;;;3;;;;;
jueves 20 de febrero de 2020;CL 31C SUR 1A 19;4,562193666000040;-74,094579583999900;0:10:00;2:34:00;ME-41;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÃCULO PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.11 LLAMA ABIERTA;ACCIDENTAL;3;1;;;3;1;;;;;;;;;;;;;;;
jueves 20 de febrero de 2020;CL 72B SUR 14Y;4,519268600000000;-74,115324300000000;0:01:00;0:53:00;ME-31;;;;;;;1;;;;;;;2;2;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;200;10000;1.1.3.1 LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;;
jueves 20 de febrero de 2020;CL 30A SUR 11 47 ESTE;4,560026963000040;-74,080552914999900;0:09:00;4:51:00;ME-41;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.5 RETAMO ESPINOSO;;;;;300;20000;1.3.1.10 LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;;
jueves 20 de febrero de 2020;KR 1A ESTE 1C 2;4,582744678018680;-74,076374667765500;0:18:00;2:43:00;ME-38;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.5 RETAMO ESPINOSO;;;;;400;2000;1.1.3.1 LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;;
jueves 20 de febrero de 2020;CL 12B SUR 24 ESTE;4,564452090000090;74,067506511999900;0:21:00;1:21:00;ME-41;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.5 RETAMO ESPINOSO;;;;;;;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;;
jueves 20 de febrero de 2020;KR 70 64 30 SUR;4,587570318681060;-74,159816930950400;0:13:00;1:31:00;ME-44;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;100;10000;1.3.1.10 LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;;
jueves 20 de febrero de 2020;TV 5 ESTE 51F 10 SUR;4,538779633000050;-74,093454102000000;0:06:00;0:55:00;ME-41;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;90;PARQUE ENTRE NUBES;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;;
jueves 20 de febrero de 2020;KR 58C 152B 66;4,740506326000060;-74,062684176999900;0:05:00;1:19:00;ME-20;CT-05;X-40;;;;;3;;;;;;1;2;6;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;2;2;;1;2;2;;1;2;2;;1;2;2;;1;;;;;
viernes 21 de febrero de 2020;KR 68 42 6 SUR;4,598275525000080;-74,135870475999900;0:05:00;1:49:00;ME-05;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
viernes 21 de febrero de 2020;CL 2 6A 29 ESTE;4,583544252000080;-74,071487423000000;0:11:00;3:36:00;ME-03;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;2;1;1;2;2;1;1;2;;;;;;;;;;;;;
viernes 21 de febrero de 2020;KR 8 82 SUR;4,507711664000060;-74,109070703999900;0:09:00;1:23:00;CT-2;ME-31;;;;;;2;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;;
viernes 21 de febrero de 2020;KR 96 129C BIS 93;4,729258938979590;-74,094212504358200;0:05:00;1:35:00;ME-32;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;;
viernes 21 de febrero de 2020;KR 33 30 SUR;4,592753042143760;-74,115786566828200;0:04:00;1:16:00;ME-30;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÃCULO PARTICULAR;1.2.1.3 MOTOCICLETA;;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
viernes 21 de febrero de 2020;CL 64A SUR 6 ESTE;4,532632245000060;-74,103783578999900;0:04:00;0:27:00;ME-31;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÃ“N NATIVA;;;;;20;PARQUE ENTRE NUBES;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;;
viernes 21 de febrero de 2020;CL 78 S 90 02;4,624448538000020;-74,204958259000000;0:11:00;1:40:00;ME-16;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;700;20000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;;
viernes 21 de febrero de 2020;KR 24 12 66;4,609368153000050;-74,088615240999900;0:01:00;2:59:00;UR-01;X-31;X-16;;;;;3;;;;;1;2;2;3;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;23;3;;;23;3;;;;;;;;;;;;;;;
sÃ¡bado 22 de febrero de 2020;KR 27 8 81;4,607302885000080;-74,093265494999900;0:04:00;0:45:00;UR-01;;;;;;;1;;;;;;1;1;2;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;2;;;;2;;;;2;;;;;;;;;;;;
sÃ¡bado 22 de febrero de 2020;CL 46 SUR 72;4,601486184000070;-74,149263495999900;0:08:00;4:13:00;ME-46;CT-6;;;;;;2;;;;;;;1;7;;8;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;10000;200000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;;
sÃ¡bado 22 de febrero de 2020;KR 87 129B;4,723234645000050;-74,085397711999900;0:25:00;2:42:00;ME-32;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
sÃ¡bado 22 de febrero de 2020;CL 64 124 60;4,716353741000090;-74,142753626999900;0:14:00;3:43:00;ME-24;CT-9;X-44;;;;;3;;;;;1;;1;6;;8;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;1000;10000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;;
lunes 24 de febrero de 2020;CL 56F SUR 99A 8;4,639611567000090;-74,193564311999900;0:13:00;1:07:00;ME-16;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.3 CHISPAS ELECTRICAS;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;;
lunes 24 de febrero de 2020;KR 84 41A SUR 49;4,630034505000080;-74,167054710999900;0:07:00;0:37:00;ME-22;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
lunes 24 de febrero de 2020;KR 81 BIS 22 28;4,662926144000040;-74,126683957999900;0:08:00;3:04:00;ME-43;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
lunes 24 de febrero de 2020;CL 116 50 12;4,700395714000080;-74,059606685999900;0:06:00;1:53:00;ME-29;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÃCULO PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;;
martes 25 de febrero de 2020;CL 57C 90B 8 SUR;4,630824709000080;-74,191012296000000;0:08:00;1:30:00;ME-16;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;;
martes 25 de febrero de 2020;CL 34 13;4,622108820000050;-74,068215535999900;0:09:00;2:18:00;UR-01;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÃCULO PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;;
martes 25 de febrero de 2020;Cl. 94 A SUR 87A 45;4,615160259999980;-74,215923755000000;0:18:00;3:27:00;ME-16;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;40000;100000;1.3.3.3 OTRAS, CUAL, DESCRIBALA;PROVOCADA;;;;;;;;;;;;;;;;;;;;;
martes 25 de febrero de 2020;KR 100 50B 45 SUR;4,643665643000080;-74,188000710999900;0:11:00;1:13:00;ME-16;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;300;230000;1.1.3.3 OTRAS, CUAL, DESCRIBALA;PROVOCADA;;;;;;;;;;;;;;;;;;;;;
miÃ©rcoles 26 de febrero de 2020;AC 170 8G 31;4,747715013000060;-74,029882131999900;0:05:00;1:16:00;ME-42;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
miÃ©rcoles 26 de febrero de 2020;CL 26 SUR 38B;4,599333063000020;-74,116995458000000;0:04:00;0:32:00;ME-22;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÃCULO PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.3 CHISPAS ELECTRICAS;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
miÃ©rcoles 26 de febrero de 2020;KR 30 12 35;4,612860581000060;-74,093255834999900;0:18:00;2:32:00;UR-01;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.15 SEGURIDAD PÃšBLICA;1.1.15.2 ESTACIONES DE POLICIA;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
miÃ©rcoles 26 de febrero de 2020;KR 68H 23 13 SUR;4,612409942000060;-74,131386416999900;0:15:00;0:36:00;ME-22;ME-46;CT-06;;;;;3;;;;;;1;2;7;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;;
miÃ©rcoles 26 de febrero de 2020;KR 53 106 53;4,695580827000070;-74,062798641999900;0:14:00;2:35:00;ME-29;X-33;;;;;;2;;;;;;1;1;4;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;;
jueves 27 de febrero de 2020;CL 154 91 51;4,749591794000080;-74,082579975999900;0:06:00;3:16:00;ME-32;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;1;;;1;1;;;;;;;;;;;;;;;
jueves 27 de febrero de 2020;CL 75B 76 46;4,694657604000040;-74,096300514999900;0:04:00;1:12:00;ME-29;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
jueves 27 de febrero de 2020;KR 40 21;4,628568924000090;-74,095328565999900;0:06:00;1:15:00;ME-34;MM-01;X-39;;;;;3;;;;;;1;1;7;;9;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÃCULO PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;;
viernes 28 de febrero de 2020;CL 69C BIS SUR 45B;4,572418636000070;-74,157288971999900;0:14:00;1:09:00;ME-40;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÃCULO PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
viernes 28 de febrero de 2020;CL 42G SUR 99;4,646394644000050;-74,179326703999900;0:07:00;3:15:00;ME-22;CT-06;;;;;;2;;;;;;;1;5;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;30000;100000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;;
viernes 28 de febrero de 2020;CL 72 BIS 14A 3 SUR;4,519337530000090;-74,118446910999900;0:09:00;0:35:00;ME-31;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÃCULO PARTICULAR;1.2.1.3 MOTOCICLETA;;;1.2.1.9 FALLA MECANICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
viernes 28 de febrero de 2020;KR 4B 57 18 SUR;4,539075379000050;-74,117476352999900;0:14:00;1:20:00;ME-31;CT-2;;;;;;2;;;;;;;3;3;;6;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÃCULO PARTICULAR;1.2.1.3 MOTOCICLETA;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;;
viernes 28 de febrero de 2020;CL 134D 52A 50;4,720493372000080;-74,052447153999900;0:06:00;3:21:00;ME-20;CT-5;X-40;;;;;3;;;;;;1;1;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;;;;;1.1.1.8 FALLA EN APARATO ELECTRONICO;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;;
domingo 1 de marzo de 2020;AK 30 85A 86;4,675110228999980;-74,064715045000000;0:10:00;0:35:00;ME-29;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;"
";;1.2.1 VEHÃCULO PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;"
";1;;;;;;;;;;;;;;;;
domingo 1 de marzo de 2020;AC 22 SUR 30 10;4,595301087000000;-74,112784519000000;0:03:00;0:38:00;ME-30;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÃCULO PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
domingo 1 de marzo de 2020;CL 28 24 45;4,623391125000010;-74,076120445000000;0:08:00;1:34:00;ME-21;UR-01;X-31;;;;;3;;;;;1;2;;9;;12;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.7 FALLA EN APARATO ELECTRICO;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;;
domingo 1 de marzo de 2020;CL 137A 52A 35;4,724468051000090;-74,056280004999900;0:02:00;1:29:00;ME-20;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÃCULO PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
lunes 2 de marzo de 2020;CL 174A 54 22;4,756555070000050;-74,052614321999900;0:06:00;1:02:00;ME-20;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;;
lunes 2 de marzo de 2020;KR 92 72 SUR 41;4,627761717000060;-74,201424686999900;0:11:00;8:45:00;ME-28;;;;;;;1;;;;;;1;1;2;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
lunes 2 de marzo de 2020;KR 99F 42G 22 SUR;4,647386799000060;-74,180164238999900;0:15:00;1:34:00;ME-22;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;10;50000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;;
lunes 2 de marzo de 2020;KR 90 158 74;4,754528446847530;-74,077630973087800;0:05:00;0:54:00;ME-32;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÃCULO PARTICULAR;1.2.1.1 AUTOMÃ“VIL;;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;;
lunes 2 de marzo de 2020;KR 103B 150C 30;4,749082695000080;-74,092686302999900;0:06:00;1:04:00;ME-32;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;2;1;1;;3;1;1;;;;;;;;;;;;;;
martes 3 de marzo de 2020;KR 86G BIS 59 62 SUR;4,620343626796230;-74,186733550057400;0:04:00;1:08:00;ME-28;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;390;30000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;;
martes 3 de marzo de 2020;KR 28A 18;4,615747568000070;-74,088172794999900;0:04:00;0:29:00;ME-21;UR-01;;;;;;2;;;;;;1;2;6;;9;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.2 VEHÃCULO DE SERVICIO PÃšBLICO;1.2.2.5 TAXI;;;1.2.1.14 OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;;
martes 3 de marzo de 2020;TV 6 ESTE 96;4,667554040033530;-74,022484420110700;0:09:00;2:19:00;ME-45;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;120;INDETERMINADA;1.1.3.3 OTRAS, CUAL, DESCRIBALA;PROVOCADA;;;;;;;;;;;;;;;;;;;;;
martes 3 de marzo de 2020;CL 74 SUR 15 ESTE;4,516607769000080;-74,089262292999900;0:11:00;5:50:00;ME-41;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.5 RETAMO ESPINOSO;;;;;90;50;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;;
martes 3 de marzo de 2020;CL 164 15 29;4,742867458000090;-74,037003660999900;0:12:00;1:14:00;CT-05;;;;;;;1;;;;;;;;2;;2;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;;;;;1.1.1.2  CHISPA POR FRICCION MECANICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;;
martes 3 de marzo de 2020;KR 8 21 73;4,608055295000040;-74,071050201999900;0:08:00;0:55:00;ME-16;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.3 VEHÃCULO DE CARGA;1.2.3.6 REMOLQUE;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;;
