FECHA DEL EVENTO;DIRECCIÓN;Tiempo de Respuesta;Tiempo total evento;M;M;M;M;M;M;M;M;M;M;total;R;R;R;R;R;R;Otro;total;Tte;Sto;Cbo;Bros;Otro;total;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TITULO;USO;CLASE DE USO;SUBCLASE DE USO;CLASE DE VEHICULO;SUBTIPO CLASE DE VEHICULO;ORIGEN DE LA CAUSA;CAUSAS;ÁREA AFECTADA EN MTS 2;ÁREA EXPUESTA EN MTS 2;Población Expuesta Hombres;Población Expuesta Mujeres;Población Expuesta Menores;Población Afectada Hombres;Población Afectada Mujeres;Población Afectada Menores;Rescatados Hombres;Rescatados Mujeres;Rescatados Menores;Heridos Hombres;Heridos Mujeres;Heridos Menores;Sin signos vitales Hombres;Sin signos vitales Mujeres;Sin signos vitales Menores
martes 3 de enero de 2017;KR 4 B 21 B SUR 59;0:09;1:38;ME26;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;100;500;;;;;;;;;;;;;;;
martes 3 de enero de 2017;PARQUE ENTRE NUBES;0:08;2:19;ME18;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.1 VEGETACIÓN NATIVA;;;;;;I. INDETERMINADA;INDETERMINADA;50;RESERVA FORESTAL;;;;;;;;;;;;;;;
martes 3 de enero de 2017;DG 60 SUR 75B 22;0:08;1:14;ME27;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
miércoles 4 de enero de 2017; DG 64A BIS SUR 17E 05;0:06;0:38;ME24;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
miércoles 4 de enero de 2017;KR 7 237;0:17;5:33;ME17;;;;;;;;;;1;;;;;;;;0;;1;1;4;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.2 EDIFIACACIONES DE GRAN ALTURA ( MAYOR A 7 PISOS);;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
miércoles 4 de enero de 2017;CL 45  13;0:08;0:24;ME19;MA3;;;;;;;;;2;R1;;;;;;;1;1;;1;9;;11;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;
jueves 5 de enero de 2017;CL 71C 94A 72;0:08;0:42;ME28;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.2 EDIFIACACIONES DE GRAN ALTURA ( MAYOR A 7 PISOS);;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
jueves 5 de enero de 2017;KR 13 24;0:08;1:07;ME21;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHICULO DE SERVICIO PUBLICO;1.2.2.5 TAXI;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
jueves 5 de enero de 2017;KR 87A  129;0:12;0:37;ME32;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.3 CERCADOS DE PINOS Y OTRAS ESPECIES;;;;;;I. INDETERMINADA;INDETERMINADA;10;10;;;;;;;;;;;;;;;
jueves 5 de enero de 2017;KR 73F  34 SUR;0:03;1:10;ME22;;;;;;;;;;1;;;;;;;;0;;1;1;4;;6;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.10 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 6 de enero de 2017;CL 39A SUR 89 75;0:07;0:40;ME22;CT6;;;;;;;;;2;;;;;;;;0;;1;1;3;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.9 REACCION QUIMICA EXOTERMICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
sábado 7 de enero de 2017;KR 50A  17B;0:07;1:17;ME05;CT5;;;;;;;;;2;R14;;;;;;;1;1;;1;7;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.11 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;2;;1;2;;;;;;;;;;
sábado 7 de enero de 2017;CL  115A SUR  9;0:10;0:32;ME18;;;;;;;;;;1;R10;;;;;;;1;;1;;6;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.4 COLILLA DE CIGARRILLO;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
sábado 7 de enero de 2017;KR 4 136A SUR 60;0:13;1:58;ME18;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;I. INDETERMINADA;INDETERMINADA;50;CERROS;;;;;;;;;;;;;;;
sábado 7 de enero de 2017;KR 10 37 SUR;0:09;1:05;ME30;ME36;;;;;;;;;2;;;;;;;;0;;1;1;7;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.7 CULTURAL;1.1.7.13 SALONES COMUNALES;;;;P.1 LLAMA ABIERTA;PROVOCADA;;;1;;;1;;;;;;;;;;;
sábado 7 de enero de 2017;KR 8 ESTE 41A SUR;0:03;0:45;ME26;;;;;;;;;;1;X14;;;;;;;1;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHICULO DE SERVICIO PUBLICO;1.2.2.2 BUSETA (20 A 30 PASAJEROS);A.10 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
sábado 7 de enero de 2017;KR 98 0 41;0:10;1:58;MA04;ME1;;;;;;;;;2;;;;;;;;0;;2;1;9;;12;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;1;;1;1;;1;;;;;;;;;
sábado 7 de enero de 2017;KR 38  9;0:05;0:48;ME21;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;"1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÓMICA 
LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS ( Panaderías, peluquerías, misceláneas, dispensarios, droguerías y otros) ";;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 8 de enero de 2017;CL 69C SUR  89A 70;0:07;2:19;ME27;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.3 CHISPAS ELECTRICAS;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 8 de enero de 2017;KR 10 11 SUR;0:06;0:32;ME30;ME36;;;;;;;;;2;;;;;;;;0;;1;1;8;;10;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHICULO DE SERVICIO PUBLICO;1.2.2.1 BUS;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 8 de enero de 2017;CL 71D 79 SUR 55;0:08;2:44;ME27;;;;;;;;;;1;R8;;;;;;;1;1;1;2;4;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;I. INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;
lunes 9 de enero de 2017;TV 85 64H 14;0:08;2:24;ME29;CT4;;;;;;;;;2;;;;;;;;0;;;2;5;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;I. INDETERMINADA;INDETERMINADA;;;1;;;1;;;;;;;;;;;
lunes 9 de enero de 2017;CL 36H SUR 8 ESTE;0:02;0:54;ME26;;;;;;;;;;1;X14;;;;;;;1;;1;1;5;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.6  EDUCATIVO;1.1.6.2 CENTROS DE INVESTIGACION;;;;I. INDETERMINADA;INDETERMINADA;;;;1;;;1;;;;;;;;;;
lunes 9 de enero de 2017;AK 68 22;0:02;0:19;ME34;MM01;;;;;;;;;2;;;;;;;;0;;2;;8;;10;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.10 SUPERFICIES CALIENTES;ACCIDENTAL;;;;;;;;;;;;;;;;;
lunes 9 de enero de 2017;CL 45 SUR  78;0:05;0:22;ME22;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;
martes 10 de enero de 2017;AV BOYACA 1 DE MAYO;0:07;0:26;ME22;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHICULO DE SERVICIO PUBLICO;1.2.2.5 TAXI;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
martes 10 de enero de 2017;CL  83  96;0:09;1:14;ME28;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.2 EDIFIACACIONES DE GRAN ALTURA ( MAYOR A 7 PISOS);;;A.7 FALLA EN APARATO ELECTRICO;ACCIDENTAL;;;1;1;;1;1;;;;;;;;;;
martes 10 de enero de 2017;CL 64A 116C 26;0:09;3:11;ME28;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
martes 10 de enero de 2017;CL 69 73G SUR 21;0:09;1:21;ME24;ME33;;;;;;;;;2;;;;;;;;0;;;1;8;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;1;1;2;1;1;2;;;;;;;;;
miércoles 11 de enero de 2017;KR 108  22J;0:06;0:59;ME15;;;;;;;;;;1;R6;;;;;;;1;;;2;8;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.7 FALLA EN APARATO ELECTRICO;ACCIDENTAL;;;1;;1;1;;1;;;;;;;;;
miércoles 11 de enero de 2017;AUTOPISTA SUR CON AVENIDA BOYACA  60;0:05;1:04;ME35;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.3 VEHICULO DE CARGA;1.2.3.1 CAMION;A.9 REACCION QUIMICA EXOTERMICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
miércoles 11 de enero de 2017;KR 8B BIS 80 SUR;0:03;1:07;ME18;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
miércoles 11 de enero de 2017;KR 15  127;0:07;3:03;ME17;;;;;;;;;;1;R13;;;;;;;1;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
miércoles 11 de enero de 2017;KR 73 38C SUR;0:05;0:41;ME22;CT6;;;;;;;;;2;;;;;;;;0;;1;1;5;;7;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.2 CHISPA POR FRICCCION MECANICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
miércoles 11 de enero de 2017;CL 127A  49;0:05;0:57;ME05;CT5;;;;;;;;;2;R14;;;;;;;1;;2;;8;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
jueves 12 de enero de 2017;KR 6B 97B SUR 53;0:07;0:57;ME33;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
jueves 12 de enero de 2017;CL 138 56 45;0:08;0:47;ME05;CT5;;;;;;;;;2;R14;;;;;;;1;1;;1;9;;11;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.10 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 13 de enero de 2017;AV PRIMERA DE MAYO  KR 8;0:08;0:31;ME26;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.3 CHISPAS ELECTRICAS;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 13 de enero de 2017;QUEBRADA YOMASA;0:06;2:39;ME18;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.1 VEGETACIÓN NATIVA;;;;;;I. INDETERMINADA;INDETERMINADA;15;CERRO ENTRE NUVES;;;;;;;;;;;;;;;
viernes 13 de enero de 2017;CL 12C 71C 60;0:09;2:17;ME34;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
sábado 14 de enero de 2017;KR 6 91 35;0:08;0:38;ME19;MA3;;;;;;;;;2;;;;;;;;0;;1;;8;;9;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.2 CAMIONETA;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
sábado 14 de enero de 2017;CL 78 76 41;0:08;0:38;ME29;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
sábado 14 de enero de 2017;KR 19 58 63;0:05;0:59;ME37;MA3;ME19;;;;;;;;3;;;;;;;;0;;2;1;12;;15;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
sábado 14 de enero de 2017;CL 59A SUR 22B;0:01;0:07;ME33;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHICULO DE SERVICIO PUBLICO;1.2.2.5 TAXI;A.10 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
sábado 14 de enero de 2017;KR 11A 93 42;0:10;0:36;ME37;ME19;;;;;;;;;2;;;;;;;;0;;1;1;9;;11;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;"1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÓMICA 
LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS ( Panaderías, peluquerías, misceláneas, dispensarios, droguerías y otros) ";;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;60;70;;60;70;;;;;;;;;;
domingo 15 de enero de 2017;CL 62 69 25;0:03;0:45;ME29;CT4;;;;;;;;;2;;;;;;;;0;;;1;6;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;;;;;;;;;;;;;;;
domingo 15 de enero de 2017;CL 21 13;0:07;5:43;ME21;UR01;CT1;MA2;;;;;;;4;;;;;;;;0;;2;2;12;;16;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;22;22;28;22;22;28;;;;;;;;;
domingo 15 de enero de 2017;KR 86 A 6 A 15;0:10;2:41;ME18;MA4;CT6;;;;;;;;3;R5;;;;;;;1;;2;3;11;;16;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;P.1 LLAMA ABIERTA;PROVOCADA;;;2;;1;2;;1;;;;;;;;;
domingo 15 de enero de 2017;KR 70 D 53;0:11;0:50;ME27;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHICULO DE SERVICIO PUBLICO;1.2.2.2 BUSETA (20 A 30 PASAJEROS);A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 15 de enero de 2017;CL 73 54;0:08;0:45;ME29;CT4;;;;;;;;;2;R7;;;;;;;1;;;2;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;1.1.2.1.1 PROCESAMIENTO INDUSTRIAL;;;A.11 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 15 de enero de 2017;AV BOYACA   PORTAL TUNAL;0:03;0:29;ME24;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;1;5;;;;;;;;;;;;;;;
domingo 15 de enero de 2017;CL 48Y SUR 5M 27;0:15;0:55;ME31;;;;;;;;;;1;R10;;;;;;;1;1;1;1;7;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;I. INDETERMINADA;INDETERMINADA;;;;1;;;1;;;;;;;;;;
domingo 15 de enero de 2017;KR 7 108B SUR;0:05;0:53;ME31;;;;;;;;;;1;R10;;;;;;;1;1;1;1;7;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;"1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÓMICA 
LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS ( Panaderías, peluquerías, misceláneas, dispensarios, droguerías y otros) ";;;P.1 LLAMA ABIERTA;PROVOCADA;;;;1;;;1;;;;;;;;;;
martes 17 de enero de 2017;CL 170 89;0:07;0:57;ME20;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;I. INDETERMINADA;INDETERMINADA;;;1;;;1;;;;;;;;;;;
martes 17 de enero de 2017;AV CARACAS 75 SUR;0:02;0:34;ME31;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHICULO DE SERVICIO PUBLICO;1.2.2.2 BUSETA (20 A 30 PASAJEROS);A.10 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
