FECHA DEL EVENTO;DIRECCIÓN;Tiempo de Respuesta;Tiempo total evento;M;M;M;M;M;M;M;M;M;M;total;R;R;R;R;R;R;Otro;total;Tte;Sto;Cbo;Bros;Otro;total;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TITULO;USO;CLASE DE USO;SUBCLASE DE USO;CLASE DE VEHICULO;SUBTIPO CLASE DE VEHICULO;ORIGEN DE LA CAUSA;CAUSAS;ÁREA AFECTADA EN MTS 2;ÁREA EXPUESTA EN MTS 2;Población Expuesta Hombres;Población Expuesta Mujeres;Población Expuesta Menores;Población Afectada Hombres;Población Afectada Mujeres;Población Afectada Menores;Rescatados Hombres;Rescatados Mujeres;Rescatados Menores;Heridos Hombres;Heridos Mujeres;Heridos Menores;Sin signos vitales Hombres;Sin signos vitales Mujeres;Sin signos vitales Menores
miércoles 22 de marzo de 2017;TV 96B 20A-40;0:04;0:40;MLI01;ME15;;;;;;;;;2;R6;;;;;;;1;;2;1;8;;11;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.6 VEHICULOS DE EMERGENCIA Y SEGURIDAD;1.2.6.3 VEHICULOS DE POLICIA;A.3 CHISPAS ELECTRICAS;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 24 de marzo de 2017;CL 132D 144A-09;0:11;0:52;ME18;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 24 de marzo de 2017;AUTOPISTA NORTE 210;0:12;0:47;ME04;;;;;;;;;;1;X22;;;;;;;1;1;;1;8;;10;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.3 VEHICULO DE CARGA;1.2.3.1 CAMION;A.2 CHISPA POR FRICCCION MECANICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 24 de marzo de 2017;KR 4 53;0:14;1:04;ME38;;;;;;;;;;1;;;;;;;;0;;1;1;4;;6;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.3 VEHICULO DE CARGA;1.2.3.1 CAMION;A.6 FALLA ELECTRICA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
viernes 24 de marzo de 2017;KR 68 AV ESPERANZA;0:10;1:35;ME34;MM01;;;;;;;;;2;;;;;;;;0;;1;1;7;;9;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHICULO DE SERVICIO PUBLICO;1.2.2.2 BUSETA (20 A 30 PASAJEROS);A.3 CHISPAS ELECTRICAS;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 24 de marzo de 2017;AUTOPISTA NORTE 222;0:02;0:22;ME15;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.3 CHISPAS ELECTRICAS;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
viernes 24 de marzo de 2017;KE 24 2B;0:05;0:54;UR01;CT1;;;;;;;;;2;;;;;;;;0;;1;;6;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;"1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÓMICA 
LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS ( Panaderías, peluquerías, misceláneas, dispensarios, droguerías y otros) ";;;A.8 FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;;;;;;;;;;;;;;;;;
sábado 25 de marzo de 2017;CL 55 BIS 17 22;0:05;1:11;ME19;ME37;MA3;;;;;;;;3;R1;;;;;;;1;1;1;2;14;;18;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;P.1 LLAMA ABIERTA;PROVOCADA;;;1;;;1;;;;;;;;;;;
sábado 25 de marzo de 2017;AV SUBA 116;0:07;1:00;CT04;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.2 CHISPA POR FRICCCION MECANICA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
sábado 25 de marzo de 2017;TV 34A 37 27 SUR;0:07;0:31;ME30;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;P.1 LLAMA ABIERTA;PROVOCADA;;;;1;;;1;;;;;;;;;;
sábado 25 de marzo de 2017;DG 3A 7 ESTE;0:02;2:15;ME38;;;;;;;;;;1;R17;;;;;;;1;;1;1;8;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.2 EDIFIACACIONES DE GRAN ALTURA ( MAYOR A 7 PISOS);;;A.3 CHISPAS ELECTRICAS;ACCIDENTAL;;;;;;;;;;;;;;;;;
domingo 26 de marzo de 2017;KR 70 57;0:07;1:45;ME29;CT4;;;;;;;;;2;;;;;;;;0;;1;2;4;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;I. INDETERMINADA;INDETERMINADA;;;;1;;;1;;;;;;;;;;
domingo 26 de marzo de 2017;CL 45 SUR 78D 04;0:06;0:49;ME16;MA4;;;;;;;;;2;R5;;;;;;;1;1;2;1;7;;11;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.11 SUPERFICIES CALIENTES;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
domingo 26 de marzo de 2017;KR 5 ESTE 24A 71 SUR;0:06;0:57;ME36;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.4 VEHICULO DE TRANSPORTE MASIVO;1.2.4.4 SITP - BUS;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
martes 28 de marzo de 2017;KR 121 75 23;0:22;1:12;ME29;CT4;;;;;;;;;2;;;;;;;;0;;;2;5;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;;;;;;;;;;;;;;;
martes 28 de marzo de 2017;KR 16 33SUR;0:10;0:52;ME30;CT2;;;;;;;;;2;;;;;;;;0;;1;;7;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;1;;;;;
martes 28 de marzo de 2017;KR 73B 5B SUR-49;0:09;1:27;ME16;ME22;CT6;;;;;;;;3;R5;;;;;;;1;1;1;3;9;;14;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
martes 28 de marzo de 2017;TV 93 64 63;0:09;1:24;ME28;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;"1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÓMICA 
LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS ( Panaderías, peluquerías, misceláneas, dispensarios, droguerías y otros) ";;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
martes 28 de marzo de 2017;KR 30 19;0:06;3:17;UR01;CT1;;;;;;;;;2;;;;;;;;0;;1;;5;;6;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHICULO DE SERVICIO PUBLICO;1.2.2.2 BUSETA (20 A 30 PASAJEROS);A.10 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
martes 28 de marzo de 2017;CL 89 SUR 18L 14;0:17;1:27;ME33;ME1;;;;;;;;;2;;;;;;;;0;;1;2;5;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
miércoles 29 de marzo de 2017;CL 100 62;0:08;0:44;ME15;CT4;;;;;;;;;2;;;;;;;;0;;;3;4;;7;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHICULO DE SERVICIO PUBLICO;1.2.2.1 BUS;A.10 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
miércoles 29 de marzo de 2017;CL 40C SUR 87D;0:07;2:13;ME22;ME16;;;;;;;;;2;;;;;;;;0;;1;2;8;;11;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;P.1 LLAMA ABIERTA;PROVOCADA;;;1;;;1;;;;;;;;;;;
jueves 30 de marzo de 2017;CL 66B 122A-56;0:07;0:48;ME28;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;1.1.2.2.1 ALMACENAMIENTO;;;A.3 CHISPAS ELECTRICAS;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
jueves 30 de marzo de 2017;KR 94A 69 SUR-42;0:15;1:06;ME27;;;;;;;;;;1;R8;;;;;;;1;;2;1;4;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;2;1;1;2;1;1;;;;;;;;;
jueves 30 de marzo de 2017;KR 79C 35B SUR 75;0:05;1:26;ME22;ME16;;;;;;;;;2;;;;;;;;0;;2;;8;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
jueves 30 de marzo de 2017;CL 73A SUR 79B 30;0:07;2:03;ME16;;;;;;;;;;1;;;;;;;;0;;1;;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;1;;1;1;;;;;;;;;;
jueves 30 de marzo de 2017;KR 30 57;0:09;0:35;MA03;ME37;;;;;;;;;2;;;;;;;;0;;2;;8;;10;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
jueves 30 de marzo de 2017;CL 57B SUR 68B 74;0:04;0:45;ME22;CT6;;;;;;;;;2;;;;;;;;0;;;1;6;;7;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.10 SUPERFICIES CALIENTES;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
jueves 30 de marzo de 2017;KR 30 45 03;0:08;3:24;ME34;MLI02;;;;;;;;;2;;;;;;;;0;;1;1;8;;10;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.3 VEHICULO DE CARGA;1.2.3.7 COMPACTADORES O RECOLECTORES DE RESIDUOS SÓLIDOS ;I. INDETERMINADA;INDETERMINADA;;;1;;;1;;;;;;;;;;;
viernes 31 de marzo de 2017;CL 82 95B 14;0:09;0:35;ME28;;;;;;;;;;1;R15;;;;;;;1;;2;;6;;8;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 31 de marzo de 2017;CL 73B SUR 0 13;0:05;0:34;ME05;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 31 de marzo de 2017;AV BOYACA  68;0:03;1:17;ME15;;;;;;;;;;1;;;;;;;;0;;;2;3;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
sábado 1 de abril de 2017;KR 103 42 33 SUR;0:09;1:52;ME22;ME16;CT6;;;;;;;;3;;;;;;;;0;;2;;11;;13;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;I. INDETERMINADA;INDETERMINADA;;;1;;;1;;;;;;;;;;;
sábado 1 de abril de 2017;KR 14M 76 SUR 37;0:01;0:49;ME05;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;1;1;;1;1;;;;;;;;;;
sábado 1 de abril de 2017;KR 50 16 SUR 57;0:06;1:57;ME30;;;;;;;;;;1;;;;;;;;0;;1;1;4;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;"1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÓMICA 
LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS ( Panaderías, peluquerías, misceláneas, dispensarios, droguerías y otros) ";;;A.11 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;1;;;;;
domingo 2 de abril de 2017;KR 77H 51A SUR 81;0:06;1:44;ME22;ME16;CT6;;;;;;;;3;R5;;;;;;;1;;3;;10;;13;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;1.1.2.2.2 DISPOSICIÓN DE MATERIALES;;;I. INDETERMINADA;INDETERMINADA;;;;1;;;1;;;;;;;;;;
domingo 2 de abril de 2017;CL 75 SUR 18F 09;0:09;0:39;ME33;ME24;;;;;;;;;2;X15;;;;;;;1;1;1;3;6;;11;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.3 VEHICULO DE CARGA;1.2.3.1 CAMION;A.10 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 2 de abril de 2017;KR 71 62B SUR 35;0:07;1:16;ME33;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 2 de abril de 2017;KR 7 28B 73 SUR;0:10;0:57;ME36;;;;;;;;;;1;X14;;;;;;;1;;1;1;6;;8;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;I. INDETERMINADA;INDETERMINADA;200;1000;;;;;;;;;;;;;;;
domingo 2 de abril de 2017;KR 30 63;0:06;1:49;ME37;MA3;;;;;;;;;2;;;;;;;;0;;;2;10;;12;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.4 VEHICULO DE TRANSPORTE MASIVO;1.2.4.2 ARTICULADO;I. INDETERMINADA;INDETERMINADA;;;2;2;;2;2;;;;;1;2;;;;
domingo 2 de abril de 2017;KR 81B 17 80;0:07;1:00;MLI01;ME15;;;;;;;;;2;R6;;;;;;;1;;2;1;9;;12;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.2 EDIFIACACIONES DE GRAN ALTURA ( MAYOR A 7 PISOS);;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 2 de abril de 2017;KR 26H 34 26 SUR;0:06;0:50;ME30;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.4 VEHICULO DE TRANSPORTE MASIVO;1.2.4.5 SITP - BUSETA (20 A 30 PASAJEROS);A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
lunes 3 de abril de 2017;KR 3 12C;0:06;1:32;ME38;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHICULO DE SERVICIO PUBLICO;1.2.2.2 BUSETA (20 A 30 PASAJEROS);A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
lunes 3 de abril de 2017;CL 125 19A;0:07;1:04;ME17;ME3;;;;;;;;;2;;;;;;;;0;;1;1;8;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;"1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÓMICA 
LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS ( Panaderías, peluquerías, misceláneas, dispensarios, droguerías y otros) ";;;P.1 LLAMA ABIERTA;PROVOCADA;;;;1;;;1;;;;;;;;;;
martes 4 de abril de 2017;CL 34 BIS SUR  95A 50;0:10;3:34;ME16;MA4;CT6;ME22;;;;;;;4;;;;;;;;0;;1;2;11;;14;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
martes 4 de abril de 2017;CL 19 10 64;0:06;0:52;UR01;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;A.11 SUPERFICIES CALIENTES;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
martes 4 de abril de 2017;KR 7 164;0:11;1:31;ME03;ME17;;;;;;;;;2;;;;;;;;0;;1;1;8;;10;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.5 RETAMO ESPINOSO;;;;;;I. INDETERMINADA;INDETERMINADA;200;CERROS;;;;;;;;;;;;;;;
martes 4 de abril de 2017;KR 18A BIS 74C 09 SUR;0:12;1:49;ME33;;;;;;;;;;1;X15;;;;;;;1;;1;1;8;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;1;1;;1;1;;;;;;;;;;
miércoles 5 de abril de 2017;CL 49A SUR 72M;0:19;5:14;ME16;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;P.1 LLAMA ABIERTA;PROVOCADA;500;4000;;;;;;;;;;;;;;;
miércoles 5 de abril de 2017;KR 16 ESTE 74 SUR;0:15;1:40;ME26;ME36;;;;;;;;;2;;;;;;;;0;;;2;8;;10;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.5 RETAMO ESPINOSO;;;;;;P.1 LLAMA ABIERTA;PROVOCADA;500;10000;;;;;;;;;;;;;;;
miércoles 5 de abril de 2017;KR 13 137D SUR 33;0:11;0:54;ME04;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;P.1 LLAMA ABIERTA;PROVOCADA;12;20;;;;;;;;;;;;;;;
jueves 6 de abril de 2017;KR 7  94;0:24;2:12;ME01;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.3 CERCADOS DE PINOS Y OTRAS ESPECIES;;;;;;A.1 LLAMA ABIERTA;ACCIDENTAL;30;100;;;;;;;;;;;;;;;
jueves 6 de abril de 2017;KR 50  32;0:05;0:56;MM01;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.9 REACCION QUIMICA EXOTERMICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
jueves 6 de abril de 2017;KR 92 152A 50;0:04;1:33;ME18;;;;;;;;;;1;R12;;;;;;;1;;1;1;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;2;1;1;2;1;;;;;;;;;
jueves 6 de abril de 2017;AV PRIMERO DE MAYO 51D 76;0:06;0:52;ME35;;;;;;;;;;1;;;;;;;;0;;2;;3;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;"1.1.4.3.1 TIENDAS DE BARRIO Y LOCALES DE ACTIVIDAD ECONÓMICA 
LIMITADA EN COMERCIO Y/O SERVICIOS LIMITADOS ( Panaderías, peluquerías, misceláneas, dispensarios, droguerías y otros) ";;;A.9 LLAMA ABIERTA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
viernes 7 de abril de 2017;CL 35A SUR 17B 38;0:13;0:40;ME36;ME30;;;;;;;;;2;;;;;;;;0;;1;1;8;;10;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHICULO DE SERVICIO PUBLICO;1.2.2.5 TAXI;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 7 de abril de 2017; KR 151A 134 22;0:13;0:57;ME18;;;;;;;;;;1;R12;;;;;;;1;;1;1;8;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;P.1 LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;
viernes 7 de abril de 2017;KR 87 75A;0:09;2:30;ME15;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 7 de abril de 2017;KR 14Q 73 SUR;0:04;4:27;ME04;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 7 de abril de 2017;CL 90A SUR 7 ESTE;0:19;2:05;ME26;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;1;;1;1;;;;;;;;;;
viernes 7 de abril de 2017;CL 71 SUR 14 ESTE -58;0:15;0:52;ME26;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;A.1 LLAMA ABIERTA;ACCIDENTAL;150;1500;;;;;;;;;;;;;;;
viernes 7 de abril de 2017;DG 16 SUR 31-87;0:06;1:19;ME30;ME36;CT2;;;;;;;;3;;;;;;;;0;;2;1;10;;13;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.7 FALLA EN APARATO ELECTRICO;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
viernes 7 de abril de 2017;KE 1 ESTE  37 G;0:07;0:23;ME26;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHICULO DE SERVICIO PUBLICO;1.2.2.5 TAXI;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
sábado 8 de abril de 2017;TV 74D 40H 14 SUR;0:05;0:41;ME16;MA4;CT6;;;;;;;;3;R5;;;;;;;1;;3;1;7;;11;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.11 SUPERFICIES CALIENTES;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
sábado 8 de abril de 2017;CL 110 SUR 8D 71;0:10;1:00;ME04;;;;;;;;;;1;R10;;;;;;;1;;1;;7;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1  EDIFICACIÓN BAJA ( DE 1 A 6 PISOS);;;A.6 FALLA ELECTRICA;ACCIDENTAL;;;;1;;;1;;;;;;;;;;
sábado 8 de abril de 2017;CL 119 21;0:13;0:51;ME17;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHICULO  PARTICULAR;1.2.1.1 AUTOMOVIL;A.6 FALLA ELECTRICA;ACCIDENTAL;;;1;;;1;;;;;;;;;;;
