FECHA DEL EVENTO;DIRECCIÓN;Tiempo de Respuesta;Tiempo total evento;M;M;M;M;M;M;M;M;M;M;total;R;R;R;R;R;R;Otro;total;Tte;Sto;Cbo;Bros;Otro;total;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TITULO;USO;CLASE DE USO;SUBCLASE DE USO;CLASE DE VEHICULO;SUBTIPO CLASE DE VEHICULO;ORIGEN DE LA CAUSA;CAUSAS;ÁREA AFECTADA EN MTS 2;ÁREA EXPUESTA EN MTS 2;Población Expuesta Hombres;Población Expuesta Mujeres;Población Expuesta Menores;Población Afectada Hombres;Población Afectada Mujeres;Población Afectada Menores;Rescatados Hombres;Rescatados Mujeres;Rescatados Menores;Heridos Hombres;Heridos Mujeres;Heridos Menores;Sin signos vitales Hombres;Sin signos vitales Mujeres;Sin signos vitales Menores
domingo 3 de enero de 2016;KR 50 165 50;0:04;0:24;ME20;CT5;;;;;;;;;2;;;;;;;;0;;;2;5;;7;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 SERVICIO PARTICULAR;1.2.1.1 VEHICULO;B.6 FALLA ELECTRICA;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 3 de enero de 2016;CL 140D 99A 31;0:05;1:46;ME32;;;;;;;;;;1;;;;;;;;0;;;3;2;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 SERVICIO PARTICULAR;1.2.1.1 VEHICULO;B.4 DERRAMES O FUGAS  DE LIQUIDOS INFLAMABLES O COMBUSTIBLES;B. ACCIDENTAL;;;2;;;2;;;;;;;;;;;
lunes 4 de enero de 2016;CL 149 SUR 69A 33;0:07;1:06;ME22;ME13;CT6;;;;;;;;3;;;;;;;;0;1;1;2;8;;12;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.17.2 LLAMAS ABIERTAS - Velas;B. ACCIDENTAL;;;3;1;;3;1;;;;;2;;;;;
lunes 4 de enero de 2016;AV GARTAN CORTES AV BOYACA ;0:07;1:55;ME24;;;;;;;;;;1;;;;;;;;0;;;3;2;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;200;100000;;;;;;;;;;;;;;;
lunes 4 de enero de 2016;KR 69L 64H 84;0:04;1:20;ME29;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;C.4 OCASIONADO POR MENORES;C. PROVOCADA;;;1;;;1;;;;;;;;;;;
lunes 4 de enero de 2016;KR 2 16A 38;0:05;1:17;ME16;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.17.2 LLAMAS ABIERTAS - Velas;B. ACCIDENTAL;;;;1;;;1;;;;;;;;;;
lunes 4 de enero de 2016;CL 19 SUR 29 55;0:06;0:31;ME30;;;;;;;;;;1;R3;;;;;;;1;;1;2;3;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;C.4 OCASIONADO POR MENORES;C. PROVOCADA;;;;1;1;;1;1;;;;;;;;;
lunes 4 de enero de 2016;DG 73G SUR 78 67;0:09;1:25;ME27;;;;;;;;;;1;;;;;;;;0;;1;1;2;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;90;50000;;;;;;;;;;;;;;;
lunes 4 de enero de 2016;CL 69R SUR 18P 53;0:04;1:13;ME24;;;;;;;;;;1;;;;;;;;0;;;2;3;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;150;CERRO PARAISO;;;;;;;;;;;;;;;
lunes 4 de enero de 2016;PORTAL EL TUNAL;0:09;1:47;ME35;;;;;;;;;;1;;;;;;;;0;;2;;3;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;15;20;;;;;;;;;;;;;;;
lunes 4 de enero de 2016;CL 183 17 32;0:10;2:40;ME17;ME25;;;;;;;;;2;;;;;;;;0;;1;1;8;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.22.2 FALLA ELECTRICA REDES O INSTALACIONES - Tendidos Eléctricos;B. ACCIDENTAL;;;;2;;;2;;;;;;;;;;
lunes 4 de enero de 2016;CL 183 6;0:13;2:26;ME17;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;500;10000;;;;;;;;;;;;;;;
lunes 4 de enero de 2016;PREDIOS DE ACUEDUCTO ;0:10;1:15;ME16;;;;;;;;;;1;;;;;;;;0;;1;1;2;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;500;80000;;;;;;;;;;;;;;;
lunes 4 de enero de 2016;KR 80 145 07;0:10;0:48;ME32;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.1 VEGETACIÓN NATIVA;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;200;30000;;;;;;;;;;;;;;;
martes 5 de enero de 2016;CL 14 BIS SUR 23 ESTE ;0:12;1:22;ME26;;;;;;;;;;1;X14;;;;;;;1;;1;4;5;;10;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.1 VEGETACIÓN NATIVA;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;400;CERROS SUR ORIENTALES;;;;;;;;;;;;;;;
martes 5 de enero de 2016;CERRO EL VERJON BAJO VEREDA EL HATO;0:24;10:45;ME28;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.3 INCENDIOS MAS DE 5000 MTS 2;1.3.3.1 VEGETACIÓN NATIVA;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;40000;CERROS ORIENTALES;;;;;;;;;;;;;;;
martes 5 de enero de 2016;KR 17 ESTE 46G SUR;0:09;2:06;ME26;;;;;;;;;;1;;;;;;;;0;;;2;2;;4;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.5 RETAMO ESPINOSO;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;200;50000;;;;;;;;;;;;;;;
martes 5 de enero de 2016;CL 88 SUR 12 ESTE;0:12;1:54;ME26;;;;;;;;;;1;;;;;;;;0;;;2;2;;4;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.5 RETAMO ESPINOSO;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;200;100000;;;;;;;;;;;;;;;
miércoles 6 de enero de 2016;KR 99A 42F 47 SUR;0:09;0:50;CT06;ME22;;;;;;;;;2;;;;;;;;0;;2;2;3;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.17.2 LLAMAS ABIERTAS - Velas;B. ACCIDENTAL;;;;1;;;1;;;;;;;;;;
jueves 7 de enero de 2016;KR 141 137;0:11;0:48;ME32;;;;;;;;;;1;;;;;;;;0;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.22.1 FALLA ELECTRICA REDES O INSTALACIONES - Falla en aparatos Eléctricos;B. ACCIDENTAL;;;1;;1;1;;1;;;;;;1;;;
jueves 7 de enero de 2016;KR 12F ESTE 23 SUR 16;0:11;1:54;ME26;;;;;;;;;;1;;;;;;;;0;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;250;CERROS SUR ORIENTALES;;;;;;;;;;;;;;;
jueves 7 de enero de 2016;KR 59 17A;0:07;0:37;MLI02;;;;;;;;;;1;;;;;;;;0;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;100;700;;;;;;;;;;;;;;;
jueves 7 de enero de 2016;CL 30D SUR 11 50 ESTE;0:06;0:43;ME26;;;;;;;;;;1;;;;;;;;0;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;10;100;;;;;;;;;;;;;;;
jueves 7 de enero de 2016;KR 27 9;0:02;0:44;ME36;;;;;;;;;;1;;;;;;;;0;;1;1;3;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 SERVICIO PUBLICO;1.2.2.2 BUSETA (20 A 30 PASAJEROS);B.6 FALLA ELECTRICA;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
jueves 7 de enero de 2016;KR 27A 78-80;0:08;0:59;ME28;ME19;MA3;;;;;;;;3;;;;;;;;0;;1;2;9;;12;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.2 VIVIENDA MAYORES 3 PISOS;;;B.17.2 LLAMAS ABIERTAS - Velas;B. ACCIDENTAL;;;;2;;;2;;;;;;;;;;
viernes 8 de enero de 2016;CL 137A 125A 95;0:13;2:20;ME32;;;;;;;;;;1;;;;;;;;0;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;C.4 OCASIONADO POR MENORES;C. PROVOCADA;;;;;2;;;2;;;;;;1;;;
sábado 9 de enero de 2016;TV 14A ESTE 57 62 SUR;0:04;0:44;ME26;;;;;;;;;;1;;;;;;;;0;;1;1;3;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;B.22.2 FALLA ELECTRICA REDES O INSTALACIONES - Tendidos Eléctricos;B. ACCIDENTAL;;;1;2;1;1;2;1;;;;;;;;;
sábado 9 de enero de 2016;KR 99F 42A SUR;0:07;0:27;ME22;CT6;;;;;;;;;2;;;;;;;;0;;1;3;2;;6;1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 SERVICIO PUBLICO;1.2.2.2 BUSETA (20 A 30 PASAJEROS);B.6 FALLA ELECTRICA;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
sábado 9 de enero de 2016;KR 3B 90 53 SUR;0:07;1:18;ME33;;;;;;;;;;1;;;;;;;;0;;1;2;1;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;400;40000;;;;;;;;;;;;;;;
sábado 9 de enero de 2016;CL 49 SUR 95;0:10;0:51;ME22;;;;;;;;;;1;;;;;;;;0;;1;1;2;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;20;10000;;;;;;;;;;;;;;;
sábado 9 de enero de 2016;VIA CHOACHI KM 11;1:15;5:17;ME28;;;;;;;;;;1;;;;;;;;0;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;30;1000000;;;;;;;;;;;;;;;
sábado 9 de enero de 2016;CL 32 158;0:08;1:10;ME15;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;300;RIVERA HUMEDAL;;;;;;;;;;;;;;;
sábado 9 de enero de 2016;KR 1B 22B SUR;0:13;0:44;ME26;;;;;;;;;;1;;;;;;;;0;;;2;3;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;200;200000;;;;;;;;;;;;;;;
domingo 10 de enero de 2016;KR 91 145 50;0:05;0:59;ME32;;;;;;;;;;1;;;;;;;;0;;;2;2;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;B.17.4 LLAMAS ABIERTAS - Hornillas;B. ACCIDENTAL;;;1;;;1;;;;;;;;;;;
domingo 10 de enero de 2016;KR 18 ESTE 48 SUR;0:09;3:51;ME26;;;;;;;;;;1;X14;;;;;;;1;;;3;3;;6;1. INCENDIOS;1.3 FORESTALES;1.3.3 INCENDIOS MAS DE 5000 MTS 2;1.3.3.1 VEGETACIÓN NATIVA;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;10000;RESERVA FORESTAL;;;;;;;;;;;;;;;
domingo 10 de enero de 2016;KR 116 14B;0:09;1:35;MLI01;;;;;;;;;;1;;;;;;;;0;;1;1;2;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;40;50000;;;;;;;;;;;;;;;
domingo 10 de enero de 2016;CL 57R SUR 62 65;0:14;1:11;ME33;;;;;;;;;;1;;;;;;;;0;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;250;10000;;;;;;;;;;;;;;;
domingo 10 de enero de 2016;TIBANICA;0:07;0:48;ME27;;;;;;;;;;1;;;;;;;;0;;2;;3;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;40;500000;;;;;;;;;;;;;;;
domingo 10 de enero de 2016;KR 26 64C SUR 20;0:04;2:53;ME33;ME24;;;;;;;;;2;;;;;;;;0;;1;4;4;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;1.1.1.1.1 VIVIENDA HASTA 3 PISOS;;;D.1.1 INDETERMINADA;D. INDETERMINADA;;;;2;;;2;;;;;;;;;;
domingo 10 de enero de 2016;KR 15B ESTE 56 SUR 22;0:28;3:47;ME35;;;;;;;;;;1;;;;;;;;0;;1;1;3;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.5 RETAMO ESPINOSO;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;1000;RESERVA FORESTAL;;;;;;;;;;;;;;;
lunes 11 de enero de 2016;CL 18C SUR 24 ESTE 13;0:07;2:11;ME26;;;;;;;;;;1;X14;;;;;;;1;;1;1;4;;6;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 A 5000 MTS 2;1.3.2.5 RETAMO ESPINOSO;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;500;500000;;;;;;;;;;;;;;;
lunes 11 de enero de 2016;PARQUE CANTA RANA;0:10;7:13;ME01;;;;;;;;;;1;R10;;;;;;;1;1;;2;4;;7;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;80;3000;;;;;;;;;;;;;;;
lunes 11 de enero de 2016;CL 80A BIS SUR 15F-21;0:15;1:55;ME33;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;200;2000;;;;;;;;;;;;;;;
lunes 11 de enero de 2016;AV CIRCUNVALAR 61-05;0:06;0:29;ME19;;;;;;;;;;1;;;;;;;;0;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;;D.1.3 INDETERMINADA;D. INDETERMINADA;36;200;;;;;;;;;;;;;;;
