FECHA DEL EVENTO;DIRECCIÓN ATENCIÓN DEL INCIDENTE;LATITUD;LONGITUD;Tiempo de Respuesta;Tiempo total evento;RECURSOS;RECURSOS2;RECURSOS3;RECURSOS4;RECURSOS5;RECURSOS6;RECURSOS7;TOTAL RECURSOS;J1;J2;Cdte.;Sub. Cdte.;Tte.;Sgto.;Cabo;Bro.;Otro;Total;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TIPO SUBCLASE DE SERVICIO;USO DE LA EDIFICACION ;CLASE DE USO DE LA EDIFICACION ;CLASE DE VEHÍCULO;SUBCLASE DE VEHÍCULO;ÁREA AFECTADA EN MTS2 EVENTOS FORESTALES;ÁREA EXPUESTA EN MTS2 EVENTOS FORESTALES;ORIGEN DE LA CAUSA COLOCAR EL TITULO DE CADA SERVICIO PARA LAS CAUSA;CAUSAS;Población Expuesta Hombres;Población Expuesta Mujeres;Población Expuesta Niñas;Población Expuesta Niños;Población Afectada Hombres;Población Afectada Mujeres;Población Afectada Niñas;Población Afectada Niños;Rescatados Hombres;Rescatados Mujeres;Rescatados Niñas;Rescatados Niños;Heridos Hombres;Heridos Mujeres;Heridos Niñas;Heridos Niños;Sin signos vitales Hombres;Sin signos vitales Mujeres;Sin signos vitales Niñas;Sin signos vitales Niños
sábado, 29 de agosto de 2020;           ;4.818.757,00;-74.074.076;0:14:34;5:16:49;ME-20;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.2 PLANTACIÓN PINO;;;;;400;380000;1.1.1.3  CHISPAS ELECTRICAS;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
sábado, 29 de agosto de 2020;KR 114    147A    47  ;4.751.488,00;-74.101.846;0:02:00;4:14:00;ME-42;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
sábado, 29 de agosto de 2020;KR 9    3    0  ;459.180.244.599.997,00;-74.081.665.846;0:08:43;7:44:13;MA-02;;;;;;;1;;;;;;1;;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado, 29 de agosto de 2020;KR 72D    53A    22 SUR ;460.490.301.300.001,00;-7.416.470.726;0:15:45;1:18:13;ME-46;;;;;;;1;;;;;;1;;5;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;2000;1000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado, 29 de agosto de 2020;KR 68B BIS   4    27 SUR ;461.866.557.000.002,00;-74.127.601.349;0:05:10;3:19:02;MM-01;MLI02;;;;;;2;;;;;;;2;8;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado, 29 de agosto de 2020;KR 19    154    0  ;473.738.712.099.998,00;-74.043.401.643;0:06:53;4:56:48;ME-20;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.2 COMERCIO ZONAL;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;1;1;;;1;1;;;;;;;1;;;;;;;
domingo, 30 de agosto de 2020;KR 74D    75C    60 SUR ;4.576.904,00;-74.173.254;0:20:58;2:17:16;ME-30;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;100;10000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 30 de agosto de 2020;KR 4C    36B     SUR ;4.557.342,00;-74.090.564;0:10:21;1:10:07;ME-39;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;50;70000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 30 de agosto de 2020;AC 26   SUR 69      ;4.612.659,00;-74.133.299;0:07:25;1:12:05;ME-46;CT-06;;;;;;2;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.9  FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes, 31 de agosto de 2020;CL 30A   SUR 9C    68 ESTE ;4.569.527,00;-74.098.144;0:07:19;1:09:39;ME-39;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;200;200000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 31 de agosto de 2020;KR 91C    42G    76  ;4.640.251,00;-74.174.207;0:14:56;1:03:26;ME-46;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes, 1 de septiembre de 2020;CL 37B   SUR 68H   0  ;460.662.134.400.002,00;-7.413.682.495;0:10:00;8:39:39;ME-35;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes, 1 de septiembre de 2020;KR 79B    36   0 SUR ;462.225.830.599.999,00;-74.149.907.735;0:04:00;2:38:28;ME-46;CT-06;;;;;;2;;;;;;;1;5;;6;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.5 TAXI;;;1.2.4.1 INDETERMINADA;INDETERMINADA;2;;;;2;;;;;;;;;;;;;;;
martes, 1 de septiembre de 2020;KR 72    75    SUR ;4.670.772,00;-74.107.639;0:00:02;1:01:00;ME-31;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;400;CERROS;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes, 1 de septiembre de 2020;KR 55B    76   37  ;4.674.370,00;-74.074.695;0:08:00;5:00:22;ME-37;;;;;;;1;;;;;;1;;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.17 SERVICIOS AUTOMOTRICES Y DE VENTAS DE COMBUSTIBLE;1.1.17.4 TALLERES DE MECÁNICA Y ELECTROMECANICA;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
martes, 1 de septiembre de 2020;          ;4.784.581,00;-74.088.970;0:28:02;1:45:43;ME-20;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;25;50;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
miércoles, 2 de septiembre de 2020;KR 142    143   13  ;4.747.684,00;-74.116.000;0:07:38;1:43:32;ME-47;X-37;;;;;;2;;;;;;1;1;4;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
miércoles, 2 de septiembre de 2020;KR 108    76G   22  ;4.712.590,00;74.120.441;0:06:53;0:56:17;CT-09;X-44;;;;;;2;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
jueves, 3 de septiembre de 2020;KR 50    122   21  ;4.703.848.032,00;-74.058.878.858;0:12:49;4:25:13;ME-06;CT-04;;;;;;2;;;;;;1;1;4;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;1;;;;1;;;;;;;;;;;;;;
jueves, 3 de septiembre de 2020;KR 71C    116A   46  ;470.152.777.499.999,00;-7.407.853.351;0:05:04;3:12:56;ME-06;CT-04;;;;;;2;;;;;;1;1;4;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
jueves, 3 de septiembre de 2020;CL 128D    79   0  ;4.720.208,00;-74.079.155;0:03:41;3:25:38;ME-47;X-37;CT-10;;;;;3;;;;;;1;1;6;;8;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
viernes, 4 de septiembre de 2020;KR 20    62    SUR ;4.563.571,00;-74.142.078;0:03:46;1:26:10;ME-30;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.8 ALTO IMPACTO;1.1.8.1 SERVICIOS DE DIVERSION Y ESPARCIMIENTO;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
viernes, 4 de septiembre de 2020;KR 6    67   66  ;4.650.455,00;-74.056.828;0:03:26;4:14:49;ME-37;X-41;;;;;;2;;;;;;1;1;8;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
viernes, 4 de septiembre de 2020;CL 72    70     ;4.657.036,00;-74.057.947;0:05:49;1:00:58;ME-06;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
viernes, 4 de septiembre de 2020;          ;4.650.128,00;-74.048.289;0:12:29;8:08:51;ME-37;X-41;;;;;;2;;;;;;1;2;5;;8;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;140;60000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 4 de septiembre de 2020;CL 25   SUR 12F   63  ;457.808.716,00;-74.102.789.815;0:08:46;0:45:29;ME-44;X-24;;;;;;2;;;;;;1;2;7;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.4  CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
viernes, 4 de septiembre de 2020;KR 18U BIS   68C   26 SUR ;4.555.678,00;-74.150.202;0:16:30;1:12:17;ME-30;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;2;1;;;2;1;;;;;;;;;;;;;;
viernes, 4 de septiembre de 2020;KR 100    56F   15 SUR ;464.056.272.599.998,00;-74.193.787.606;0:17:31;1:57:03;ME-36;;;;;;;1;;;;;;;2;2;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;;2;;;;2;;;;;;;;;;;;;;
viernes, 4 de septiembre de 2020;TV 19A    47A   4 SUR ;457.071.669.300.001,00;-7.412.684.576;0:12:00;0:49:41;ME-35;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
viernes, 4 de septiembre de 2020;TV 3B    24    SUR ;4.565.568,00;-74.085.521;0:02:08;0:47:20;ME-41;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.2 CAMIONETA;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado, 5 de septiembre de 2020;KR 7   ESTE 3A   8  ;458.682.131.299.997,00;-7.406.877.479;0:16:48;0:53:47;ME-38;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
sábado, 5 de septiembre de 2020;DG 36   SUR 10   1  ;4.551.722,00;-74.086.353;0:02:09;0:20:23;ME-41;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;1;;;;1;;;;;;;;;;;;;;
sábado, 5 de septiembre de 2020;CL 18   SUR 37B   11  ;4.599.111,00;-74.115.854;0:00:01;1:14:29;ME-44;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.4  CIGARRILLO / COLILLA DE CIGARRILLO;ACCIDENTAL;;2;;;;2;;;;;;;;;;;;;;
sábado, 5 de septiembre de 2020;KR 17A   ESTE 42    SUR ;4.545.360,00;-74.078.765;0:05:06;1:10:04;ME-41;R-09;;;;;;2;;;;;;1;1;6;;8;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;100;RESERVA FORESTAL;1.3.2.1 NATURAL, CUAL, DESCRIBALA;NATURAL;;;;;;;;;;;;;;;;;;;;
sábado, 5 de septiembre de 2020;KR 3    139   89 SUR ;4.468.440,00;-74.128.477;0:08:30;1:53:51;CT-02;ME-31;;;;;;2;;;;;;;3;4;;7;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;60;1000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado, 5 de septiembre de 2020;CL 60    20   32  ;464.798.913.599.998,00;-7.407.008.061;0:07:21;0:59:20;ME-37;X-41;;;;;;2;;;;;;;2;7;;9;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.2 CAMIONETA;;;1.2.1.3 CHISPAS ELECTRICAS;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado, 5 de septiembre de 2020;CL 91   SUR 77C   32  ;4.613.456,00;-74.214.104;0:06:40;1:05:05;ME-36;;;;;;;1;;;;;;;2;2;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
domingo, 6 de septiembre de 2020;KR 27I    72P    SUR ;4.604.944,00;-74.147.948;0:07:17;1:22:08;ME-30;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;;;;;1.1.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
domingo, 6 de septiembre de 2020;KR 53C    4C   85  ;4.620.595,00;-74.113.802;0:10:22;1:12:15;MM-01;ME-03;;;;;;2;;;;;;;1;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
domingo, 6 de septiembre de 2020;AK 14    44   0 SUR ;4.574.526,00;-74.123.245;0:05:35;0:31:34;ME-44;;;;;;;1;;;;;;1;;5;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;10;10;1.3.3.1  LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
domingo, 6 de septiembre de 2020;          ;4.537.020,00;-74.162.839;0:20:59;2:18:00;ME-30;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;;1;;;;1;;;;;;;;1;;;;;
lunes, 7 de septiembre de 2020;CL 108A    1   65 ESTE ;4.684.644,00;-74.030.150;0:12:46;1:13:25;ME-17;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
martes, 8 de septiembre de 2020;DG 36   SUR 10   1 ESTE ;4.551.719,00;-74.086.563;0:04:58;0:50:26;ME-41;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
martes, 8 de septiembre de 2020;CL 61   SUR 18   22 ESTE ;4.528.099,00;-74.085.664;0:00:00;1:25:22;ME-41;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.5 RETAMO ESPINOSO;;;;;20;20000;1.3.3.3  OTRAS, CUAL, DESCRIBALA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
miércoles, 9 de septiembre de 2020;KR 102A    58   0 SUR ;4.640.312,00;-74.196.621;0:04:49;4:02:02;ME-36;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;2;1;;;2;1;;;;;;;1;;;;;;;
miércoles, 9 de septiembre de 2020;KR 89B    99   11  ;4.714.588,00;-74.094.356;0:09:44;1:48:49;ME-48;CT-09;;;;;;2;;;;;;;2;3;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 9 de septiembre de 2020;KR 77G    63    SUR ;4.597.059,00;-74.179.301;0:20:01;3:21:08;ME-36;X-34;;;;;;2;;;;;;1;1;6;;8;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.4 VEHÍCULO DE TRANSPORTE MASIVO;1.2.4.1 BIARTICULADO;;;1.2.3.1 LLAMA ABIERTA;PROVOCADA;1;;;;1;;;;;;;;;;;;;;;
miércoles, 9 de septiembre de 2020;CL 64C    123   25  ;471.592.528.299.999,00;-74.141.743.609;0:27:41;2:36:45;ME-48;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.15 SEGURIDAD PÚBLICA;1.1.15.2 ESTACIONES DE POLICIA;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;4;;;;4;;;;;;;;;;;;;;;
jueves, 10 de septiembre de 2020;CL 45   SUR 81     ;462.308.922.599.999,00;-741.685.958;0:06:54;0:32:30;ME-46;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.9 VEHÍCULO DE TRACCIÓN ANIMAL Y/O HUMANA;;;;1.2.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
jueves, 10 de septiembre de 2020;CL 63G    28A   27  ;4.657.284.328,00;-74.076.379.079;0:05:18;0:33:20;ME-42;X-41;;;;;;2;;;;;;1;2;8;;11;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;7;8;;;7;8;;;;;;;;;;;;;;
jueves, 10 de septiembre de 2020;KR 77G    63   0 SUR ;459.716.345.800.001,00;-7.418.008.758;0:11:55;6:23:19;ME-36;;;;;;;1;;;;;;1;1;3;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.4 VEHÍCULO DE TRANSPORTE MASIVO;1.2.4.1 BIARTICULADO;;;1.2.3.1 LLAMA ABIERTA;PROVOCADA;1;;;;1;;;;;;;;;;;;;;;
jueves, 10 de septiembre de 2020;CL 151A    4   28  ;4.725.101,00;-74.019.819;0:09:56;1:22:05;CT-10;X-38;;;;;;2;;;;;;1;;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;1;;;;1;;;;;;;
jueves, 10 de septiembre de 2020;CL 63   SUR 16C   11  ;455.622.808.499.999,00;-7.413.572.264;0:08:51;0:54:59;ME-35;;;;;;;1;;;;;;;;4;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
jueves, 10 de septiembre de 2020;DG 49   SUR 85   79  ;4.624.653,00;-74.177.316;0:10:49;1:05:59;ME-46;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.1 BUS;;;1.2.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
viernes, 11 de septiembre de 2020;CL 86    87   0  ;4.708.500,00;-74.095.942;0:09:09;0:42:01;ME-48;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.3 MOTOCICLETA;;;1.2.3.1 LLAMA ABIERTA;PROVOCADA;2;;;;2;;;;;;;;;;;;;;;
viernes, 11 de septiembre de 2020;          ;4.520.243,00;-74.145.526;0:12:33;2:45:05;ME-35;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;200000;1000000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 11 de septiembre de 2020;KR 68    39   1 SUR ;4.606.836,00;-74.138.693;0:00:42;1:48:33;CT-07;;;;;;;1;;;;;;;1;1;;2;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.3 MOTOCICLETA;;;1.2.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
sábado, 12 de septiembre de 2020;CL 24    25   24  ;4.620.328,00;-74.079.744;0:03:17;3:39:51;ME-39;UR-01;X-43;;;;;3;;;;;;1;1;11;;13;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
sábado, 12 de septiembre de 2020;          ;4.624.753,00;-74.092.398;0:07:29;3:43:45;ME-39;X-43;CT-11;;;;;3;;;;;1;1;1;6;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado, 12 de septiembre de 2020;          ;4.629.846,00;-74.128.292;0:08:37;1:32:17;MLI02;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;600;3000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado, 12 de septiembre de 2020;KR 16P    80   26 SUR ;453.669.275.499.999,00;-7.414.025.925;0:12:32;2:14:01;ME-35;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;2;;;;2;;;;;;;;;;;;;;
sábado, 12 de septiembre de 2020;CL 145A    17   69  ;4.727.085,00;-74.044.869;0:02:13;0:58:11;ME-17;CT-10;X-38;;;;;3;;;;;;;3;7;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado, 12 de septiembre de 2020;CL 65C    1   7  ;4.647.148,00;-74.054.190;0:06:52;1:05:17;ME-42;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
domingo, 13 de septiembre de 2020;CL 6    68     ;4.629.318,00;-74.122.583;0:04:00;2:19:15;ME-22;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;200;10.000;1.3.3.3  OTRAS, CUAL, DESCRIBALA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
domingo, 13 de septiembre de 2020;TV 53    17    SUR ;4.611.605,00;-74.122.720;0:12:19;1:39:14;CT-07;;;;;;;1;;;;;;;1;2;;3;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;50;20.000;1.3.3.1  LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
