FECHA DEL;DIRECCIÓN;Latitud;Longitud;Tiempo de;Tiempo tot;RECURSOS;RECURSOS2;RECURSOS3;RECURSOS4;RECURSOS5;RECURSOS6;RECURSOS7;TOTAL RECU;J1;J2;Cdte.;Sub. Cdte.;Tte.;Sgto.;Cabo;Bro.;Otro;Total;SERVICIO;CLASE DE S;SUBCLASE D;TIPO SUBCL;USO DE LA;CLASE DE U;SUBCLASE_1;CLASE DE V;SUBCLASE_2;ÁREA AFEC;ÁREA EXPU;ORIGEN DE;CAUSAS;Población;Poblaci�_1;Poblaci�_2;Poblaci�_3;Poblaci�_4;Poblaci�_5;Poblaci�_6;Poblaci�_7;Rescatados;Rescatad_1;Rescatad_2;Rescatad_3;Heridos Ho;Heridos Mu;Heridos Ni;Heridos _1;Sin signos;Sin sign_1;Sin sign_2;Sin sign_3;NVA CLASIF;NAME CLAS
miércoles 1 de enero de 2020;;"4.506677191000000";"-74.144027739999999";0:08:00;5:09:00;ME-40;X-37;;;;;;"2";;;;;;"1";;"6";;"7";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
miércoles 1 de enero de 2020;CL 130 BIS   103    3;"4.731396853000000";"-74.099488890000003";0:07:00;1:59:00;ME-32;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
miércoles 1 de enero de 2020;CL 78   SUR 9A    13;"4.510566545000000";"-74.112675780000004";0:04:00;1:02:00;ME-31;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
miércoles 1 de enero de 2020;CL 79A   SUR 89  BIS;"4.622814340000000";"-74.205471720000006";0:11:00;1:02:00;ME-28;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;"1";;;;;;;;1.1.2;1.1.2 Estructuras Formales
miércoles 1 de enero de 2020;CL 22    18B    80;"4.614857170000000";"-74.080260350000003";0:04:00;0:55:00;ME-21;CT-1;;;;;;"2";;;;;;;"1";"5";;"6";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
jueves 2 de enero de 2020;KR 113    82    47;"4.723536333000000";"-74.116911220000006";0:05:00;0:19:00;ME-17;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
jueves 2 de enero de 2020;CL 73C   SUR 26F;"4.544294085000000";"-74.160265330000001";0:17:00;2:03:00;ME-40;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"9";"9";"5";"4";"9";"9";"5";"4";;;;;;;;;;;;;1.1.3;1.1.3 Estructuras Residenciales No Formales
viernes 3 de enero de 2020;CL 65B SUR 76C 45;"4.582404053000000";"-74.179276400000006";0:18:00;0:48:00;ME-28;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;"1.3";1.3 Estructuras de gran altura
viernes 3 de enero de 2020;KR 118A 63D 12;"4.710549324000000";"-74.142282539999997";0:07:00;1:48:00;ME-17;;;;;;;"1";;;;;;;"1";"2";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.8 FALLA EN APARATO ELECTRONICO;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
viernes 3 de enero de 2020;CL 146 SUR 3A 48;"4.468000725000000";"-74.124036939999996";0:11:00;1:32:00;ME-40;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;"2";;;;"2";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
viernes 3 de enero de 2020;;"4.790223942000000";"-74.093870379999998";0:03:00;1:53:00;ME-32;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.12 ADMINISTRACIÓN PÚBLICA;1.1.12.2 SEDES ADMINISTRATIVAS DE SERVICIOS PÚBLICOS;;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;"1.3";1.3 Estructuras de gran altura
sábado 4 de enero de 2020;KR 14A    53    35 SUR;"4.562781682000000";"-74.126964479999998";0:07:00;1:41:00;ME-40;;;;;;;"1";;;;;;;"1";"5";;"6";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.2 COMERCIO ZONAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"2";;;;"2";;;;;;;;;;;;;;;;1.4.2;1.4.2 Centros multimodales
sábado 4 de enero de 2020;CL 165    7;"4.741159573000000";"-74.022577130000002";0:08:00;2:16:00;ME-42;"CT-10
";;;;;;"2";;;;;;"2";"1";"4";;"7";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.4 VEHÍCULO DE TRANSPORTE MASIVO;1.2.4.4 SITP - BUS;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
sábado 4 de enero de 2020;KR 13    13    37;"4.603500856000000";"-74.078787800000001";0:03:00;2:52:00;ME-21;UR-01;CT-1;;;;;"3";;;;;;"2";"2";"9";;"13";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";"6";"2";;"1";"6";"2";;"1";"3";"2";;;"2";;;;;;;"1.2";1.2 Estructuras de mediana altura
sábado 4 de enero de 2020;CL 13A    83    25;"4.653476000000000";"-74.141156469999999";0:07:00;2:39:00;ME-16;CT-8;;;;;;"2";;;;;;;"1";"6";;"8";1. INCENDIOS;1.2 VEHICULARES;;;"
";;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.2 CAMIONETA;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
sábado 4 de enero de 2020;CL 26   SUR 78H    30;"4.627311997000000";"-74.149678170000001";0:04:00;0:59:00;ME-22;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"2";;;;"2";;;;;;;;"1";;;;;;;1.1.2;1.1.2 Estructuras Formales
sábado 4 de enero de 2020;DG 98   SUR 7C    35 ESTE;"4.492199980000000";"-74.101312309999997";0:10:00;2:47:00;ME-31;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.3.1  LLAMA ABIERTA;PROVOCADA;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
domingo 5 de enero de 2020;CL 132    19A;"4.716422346000000";"-74.048348450000006";0:08:00;1:25:00;ME-42;CT-10;;;;;;"2";;;;;;"2";"1";"5";;"8";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
domingo 5 de enero de 2020;CL 1C    5A    93;"4.586966865000000";"-74.080361100000005";0:06:00;3:15:00;ME-38;;;;;;;"1";;;;;;;"1";"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
domingo 5 de enero de 2020;CL 60C   SUR 18B    26;"4.560919433000000";"-74.137588699999995";0:08:00;1:55:00;ME-40;;;;;;;"1";;;;;;;"1";"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
domingo 5 de enero de 2020;KR 16    184A;"4.761416343000000";"-74.037316149999995";0:08:00;1:56:00;ME-42;CT-10;X-38;;;;;"3";;;;;;"1";"2";"6";;"9";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;"4.3";4.3 Redes urbanas de gas
domingo 5 de enero de 2020;CL 81B   SUR 100C  BIS  23;"4.618568246000000";"-74.203424780000006";0:07:00;4:10:00;ME-28;;;;;;;"1";;;;;;"1";"1";"3";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;"1.5";"1.5 Sistema de almacenamiento, tanques y/0 contenedores"
domingo 5 de enero de 2020;CL 49   SUR 13D    24 ESTE;"4.536424684000000";"-74.086823499999994";0:06:00;1:26:00;ME-41;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
domingo 5 de enero de 2020;KR 69J    64C;"4.673358102000000";"-74.096858889999993";0:11:00;1:07:00;ME-34;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
lunes 6 de enero de 2020;CL 145    49    18;"4.728162485000000";"-74.053171250000005";0:08:00;2:41:00;ME-20;X-40;;;;;;"2";;;;;;"1";"1";"5";;"7";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;"2";;;;"2";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"martes, 7 de enero de 2020";CL 58   SUR 18A    42;"4.564387826000000";"-74.133930079999999";0:05:00;0:50:00;ME-40;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;"4.3";4.3 Redes urbanas de gas
"martes, 7 de enero de 2020";CL 6B BIS   79C    6;"4.636218441000000";"-74.148912449999997";0:09:00;0:54:00;ME-46;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;;"2";;;;"2";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"martes, 7 de enero de 2020";KM 20 VIA QUIBA BAJA;"4.528220100000000";"-74.166206799999998";0:20:00;1:53:00;ME-40;X-47;;;;;;"2";;;;;;"1";"1";"7";;"9";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.3;1.1.3 Estructuras Residenciales No Formales
"martes, 7 de enero de 2020";KR 14D BIS   138A    15 SUR;"4.471872452000001";"-74.127874860000006";0:09:00;1:16:00;ME-31;;;;;;;"1";;;;;;;"1";"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;;1.1.3.1  LLAMA ABIERTA;PROVOCADA;"1";;;;"1";;;;;;;;;;;;;;;;1.1.3;1.1.3 Estructuras Residenciales No Formales
"miércoles, 8 de enero de 2020";CL 84    23;"4.672456223000000";"-74.062214119999993";0:08:00;1:56:00;MA-03;X-41;;;;;;"2";;;;;;;"1";"8";;"9";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"miércoles, 8 de enero de 2020";CL 182    7C    35;"4.758769355000000";"-74.028558489999995";0:07:00;1:08:00;ME-20;;;;;;;"1";;;;;;;;"5";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"miércoles, 8 de enero de 2020";KR 40D    2D    45;"4.612153747000000";"-74.112792900000002";0:13:00;2:14:00;ME-34;MM-01;;;;;;"2";;;;;;;"1";"5";;"6";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.2  CHISPA POR FRICCION MECANICA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"miércoles, 8 de enero de 2020";CL 71A    105I    23;"4.707263212000000";"-74.122423979999994";0:06:00;0:55:00;ME-17;;;;;;;"1";;;;;;;"1";"5";;"6";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"miércoles, 8 de enero de 2020";KR 38 BIS A  1    55;"4.604872407000000";"-74.112454310000004";0:04:00;2:54:00;ME-44;;;;;;;"1";;;;;;"1";;"5";;"6";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;"1.2";1.2 Estructuras de mediana altura
"miércoles, 8 de enero de 2020";CL 2A BIS B  3    1;"4.587820307000000";"-74.076374599999994";0:07:00;4:27:00;ME-38;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.8 FALLA EN APARATO ELECTRONICO;ACCIDENTAL;;"2";;;"2";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
jueves 9 de enero de 2020;AK 45    106;"4.693599099000000";"-74.055625689999999";0:16:00;0:54:00;CT-10;X-38;;;;;;"2";;;;;;;"1";"6";;"8";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.3 VEHÍCULO DE CARGA;1.2.3.1 CAMIÓN;;;1.2.4.1 INDETERMINADA;INDETERMINADA;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
jueves 9 de enero de 2020;CL 2    8    18;"4.589823477000000";"-74.081571940000003";0:09:00;0:30:00;CT-01;;;;;;;"1";;;;;;;"1";"1";;"2";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"1";"2";;;"1";"2";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
jueves 9 de enero de 2020;CL 71    68F    74;"4.679629703000000";"-74.088772079999998";0:06:00;3:13:00;ME-29;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";"2";;;"1";"2";;;;;;;"1";;;;;;;;1.1.2;1.1.2 Estructuras Formales
viernes 10 de enero de 2020;AC 53    26    40;"4.642220053000000";"-74.075749000000002";0:03:00;2:25:00;ME-24;ME-03;;;;;;"2";;;;;;"1";"1";"7";;"9";1. INCENDIOS;1.1 ESTRUCTURALES;;"
";1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;;;;;;1.1.1.8  FALLA EN APARATO ELECTRONICO;ACCIDENTAL;"2";"1";;;"2";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
viernes 10 de enero de 2020;KR 56 BIS   79A;"4.676750211000000";"-74.074454790000004";0:03:00;4:25:00;ME-29;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
viernes 10 de enero de 2020;CL 163    72    29;"4.747020277000000";"-74.065349499999996";0:04:00;1:25:00;ME-20;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
sábado 11 de enero de 2020;KR 93A    130    12;"4.727031806000000";"-74.090683220000003";0:02:00;0:13:00;ME-32;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;"1.3";1.3 Estructuras de gran altura
sábado 11 de enero de 2020;KR 59A    162    22;"4.746054367000000";"-74.061997309999995";0:10:00;1:08:00;ME-20;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;"1.2";1.2 Estructuras de mediana altura
sábado 11 de enero de 2020;KR 64    75    11;"4.676937289000000";"-74.080950229999999";0:08:00;1:21:00;ME-29;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"2";;;;"2";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
sábado 11 de enero de 2020;CL 67B   SUR 63    81;"4.588976888000000";"-74.153113719999993";0:07:00;2:52:00;ME-05;;;;;;;"1";;;;;;;"1";"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"domingo, 12 de enero de 2020";DG 73H   SUR 78B    15;"4.605637443000000";"-74.205968490000004";0:11:00;4:41:00;ME-16;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.3;1.1.3 Estructuras Residenciales No Formales
"domingo, 12 de enero de 2020";CL 82   SUR 42    70;"4.568760937000000";"-74.171589539999999";0:04:00;2:32:00;ME-40;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"domingo, 12 de enero de 2020";KR 20    22    52 SUR;"4.583320654000000";"-74.105083219999997";0:09:00;2:05:00;ME-30;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.2  CHISPA POR FRICCION MECANICA;ACCIDENTAL;"2";;;;"2";;;;;;;;"1";;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"lunes, 13 de enero de 2020";CL 19A    120    9;"4.688758077000000";"-74.154023050000006";0:07:00;3:08:00;ME-43;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.2 VEHICULARES;"
";;;"
";;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"lunes, 13 de enero de 2020";CL 40   SUR 73G    0;"4.616269892000000";"-74.152629070000003";0:05:00;1:23:00;ME-46;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"martes, 14 de enero de 2020";KR 113A    18A    9;"4.683184864000000";"-74.151637899999997";0:10:00;1:01:00;ME-43;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"martes, 14 de enero de 2020";CL 71C   SUR 26    27;"4.544177589000000";"-74.153520069999999";0:40:00;2:09:00;ME-05;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"1";;;;"1";;;;;;;;;;;;;;;;1.1.3;1.1.3 Estructuras Residenciales No Formales
"martes, 14 de enero de 2020";CL 119A    57    40;"4.705168204000000";"-74.068744350000003";0:14:00;0:12:00;ME-29;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;"1";;;;"1";;;;;;;;;;;;;;;"1.2";1.2 Estructuras de mediana altura
"miércoles, 15 de enero de 2020";CL 72A    87    75;"4.697447999000000";"-74.106853049999998";0:12:00;0:41:00;ME-17;;;;;;;"1";;;;;;"1";;"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;"4.3";4.3 Redes urbanas de gas
"miércoles, 15 de enero de 2020";KR 99    69A    40;"4.699365782000000";"-74.118469469999994";0:08:00;5:00:00;ME-17;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"miércoles, 15 de enero de 2020";CL 46   SUR 16    0 ESTE;"4.541183684000000";"-74.082077190000007";0:05:00;5:45:00;ME-41;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;"
";;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"2";;;;"2";;;;"1";;;;"1";;;;"1";;;;1.1.2;1.1.2 Estructuras Formales
"miércoles, 15 de enero de 2020";KR 21    67    39;"4.657557439000000";"-74.068138149999996";0:05:00;1:07:00;ME-37;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"2";;;;"2";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 17 de enero de 2020";AC 61 SUR 20D 60;"4.566854721000000";"-74.142634979999997";0:04:00;0:38:00;ME-06;;;;;;;"1";;;;;;;;"5";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;"1.2";1.2 Estructuras de mediana altura
