FECHA DEL;DIRECCIÓN;Latitud;Longitud;Tiempo de;Tiempo tot;RECURSOS;RECURSOS2;RECURSOS3;RECURSOS4;RECURSOS5;RECURSOS6;RECURSOS7;TOTAL RECU;J1;J2;Cdte.;Sub. Cdte.;Tte.;Sgto.;Cabo;Bro.;Otro;Total;SERVICIO;CLASE DE S;SUBCLASE D;TIPO SUBCL;USO DE LA;CLASE DE U;SUBCLASE_1;CLASE DE V;SUBCLASE_2;ÁREA AFEC;ÁREA EXPU;ORIGEN DE;CAUSAS;Población;Poblaci�_1;Poblaci�_2;Poblaci�_3;Poblaci�_4;Poblaci�_5;Poblaci�_6;Poblaci�_7;Rescatados;Rescatad_1;Rescatad_2;Rescatad_3;Heridos Ho;Heridos Mu;Heridos Ni;Heridos _1;Sin signos;Sin sign_1;Sin sign_2;Sin sign_3;NVA CLASIF;NAME CLAS
"viernes, 9 de octubre de 2020";KR 3F    56    SUR;"4.538334000000000";"-74.115803000000000";0:05:39;1:51:43;ME-31;CT-02;;;;;;"2";;;;;;"1";;"5";;"6";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"2";"1";;;"2";"1";;;;;;;"1";;;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 9 de octubre de 2020";CL 17    33   76;"4.618980000000000";"-74.093253000000004";0:04:16;0:48:21;UR-01;CT-11;X-10;;;;;"3";;;;;"1";"1";;"5";;"7";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.3 EMPRESARIALES;1.1.3.3 SERVICIOS DE LOGISTICA;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;"1.3";1.3 Estructuras de gran altura
"viernes, 9 de octubre de 2020";KR 91C    40A   28 SUR;"4.641638000000000";"-74.171959999999999";0:09:42;1:29:45;ME-22;CT-06;MA-04;;;;;"3";;;;;"1";;"2";"11";;"14";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 9 de octubre de 2020";KR 64    98   51;"4.689386000000000";"-74.068353999999999";0:10:17;1:20:43;ME-28;;;;;;;"1";;;;;;"1";;"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 9 de octubre de 2020";;"4.707582000000000";"-74.096424999999996";0:06:08;2:49:47;ME-28;;;;;;;"1";;;;;;"1";;"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;;;;;;1.1.1.11 REACCION QUIMICA EXOTERMICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;"1.5";"1.5 Sistema de almacenamiento, tanques y/0 contenedores"
"sábado, 10 de octubre de 2020";KR 31    7   85;"4.609110088000000";"-74.097442470000004";0:09:27;1:36:40;UR-01;CT-11;;;;;;"2";;;;;;"1";"1";"6";;"8";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;"1.5";"1.5 Sistema de almacenamiento, tanques y/0 contenedores"
"sábado, 10 de octubre de 2020";KR 99C    42F   16 SUR;"4.647305000000000";"-74.179231000000001";0:13:19;5:32:21;ME-22;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"sábado, 10 de octubre de 2020";KR 111D    67B   19;"4.706357000000000";"-74.132090000000005";0:11:50;1:03:49;ME-28;;;;;;;"1";;;;;;;"1";"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"domingo, 11 de octubre de 2020";KR 12    15   17;"4.604176574000000";"-74.076792150000003";0:02:24;3:54:47;MLI01;UR-01;CT-11;R-10;;;;"4";;;;;"1";"1";"2";"11";;"15";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.2 COMERCIO ZONAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"domingo, 11 de octubre de 2020";KR 78K    56B   21 SUR;"4.622968000000000";"-74.150647000000006";0:03:33;0:53:57;ME-22;MA-04;;;;;;"2";;;;;;"1";"3";"6";;"10";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"lunes, 12 de octubre de 2020";DG 41   SUR 26A   35;"4.582655000000000";"-74.126512000000005";0:01:16;1:46:52;ME-44;CT-12;;;;;;"2";;;;;;"1";"1";"5";;"7";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.4.1;1.4.1 Grandes superficies
"lunes, 12 de octubre de 2020";CL 8C    78   90;"4.641181102000000";"-74.141271820000000";0:06:00;0:56:29;ME-22;MA-04;;;;;;"2";;;;;;;"2";"9";;"11";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"martes, 13 de octubre de 2020";CL 24    13A   51;"4.612194000000000";"-74.073818000000003";0:04:33;2:38:27;UR-01;CT-11;R-10;;;;;"3";;;;;;"1";"1";"7";;"9";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.1 HOTELES;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"25";"25";"25";"25";"25";"25";"25";"25";;;;;;;;;;;;;"1.3";1.3 Estructuras de gran altura
"martes, 13 de octubre de 2020";AC 17    137A   98;"4.696228660000000";"-74.171747659999994";0:11:17;1:52:03;ME-43;CT-08;;;;;;"2";;;;;;"1";"1";"6";;"8";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.3 VEHÍCULO DE CARGA;1.2.3.9 VOLQUETA;;;1.2.1.2 CHISPA POR FRICCION MECANICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"miércoles, 14 de octubre de 2020";TV 85    57   25;"4.681282668000000";"-74.112340219999993";0:12:23;1:07:07;MLI02;MM-01;;;;;;"2";;;;;;;"1";"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"jueves, 15 de octubre de 2020";CL 19A    72   1;"4.652598687000000";"-74.124279720000004";0:02:36;0:48:54;MLI02;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"jueves, 15 de octubre de 2020";CL 64C    113   72;"4.708105000000000";"-74.137561000000005";0:06:44;1:24:43;ME-24;;;;;;;"1";;;;;;"1";;"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;"2";"1";;;"2";"1";;;;;;;"1";;;;;;;;"1.5";"1.5 Sistema de almacenamiento, tanques y/0 contenedores"
"jueves, 15 de octubre de 2020";CL 69C   SUR 17C   3;"4.549345000000000";"-74.138847999999996";0:14:49;1:14:14;ME-39;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"jueves, 15 de octubre de 2020";CL 2    14   0;"4.593877968000000";"-74.087482510000001";0:07:15;0:23:45;ME-21;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"jueves, 15 de octubre de 2020";KR 30    45   0;"4.634761835000000";"-74.079759359999997";0:06:52;1:14:56;MLI02;MM-01;;;;;;"2";;;;;;;"2";"7";;"9";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.6  EDUCATIVO;1.1.6.1 INSTITUCIONES DE EDUCACIÓN SUPERIOR;;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.4.2;1.4.2 Centros multimodales
"viernes, 16 de octubre de 2020";CL 13   SUR 7A   0;"4.578939000000000";"-74.088537000000002";0:05:20;2:49:50;ME-38;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 16 de octubre de 2020";KR 3C   ESTE 43   23 SUR;"4.546167000000000";"-74.093857000000000";0:03:27;1:24:54;ME-41;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.1 BUS;;;1.2.1.12  REACCION QUIMICA EXOTERMICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"viernes, 16 de octubre de 2020";KR 123    63L   66;"4.715164827000000";"-74.142314600000006";0:06:31;0:44:53;ME-48;;;;;;;"1";;;;;;;"1";"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;;;;;;"1.1.1.13  OTRAS, CUAL, DESCRIBALA";ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 16 de octubre de 2020";CL 145    12   11;"4.723923080000000";"-74.036034930000000";0:01:22;1:57:29;ME-17;CT-10;;;;;;"2";;;;;;;"1";"6";;"7";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;"4.3";4.3 Redes urbanas de gas
"viernes, 16 de octubre de 2020";AK 50    91   56;"4.680261092000000";"-74.064636770000007";0:10:36;1:44:48;ME-28;;;;;;;"1";;;;;;"1";;"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"domingo, 18 de octubre de 2020";KR 25A    46   18 SUR;"4.580559000000000";"-74.128035999999994";0:03:52;2:22:44;ME-35;CT-07;X-45;;;;;"3";;;;;"1";"1";"1";"5";;"8";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"5";"4";"1";"1";"5";"4";"1";"1";"1";;;;"1";;;;;;;;1.1.2;1.1.2 Estructuras Formales
"domingo, 18 de octubre de 2020";CL 20B    110   23;"4.681652000000000";"-74.148302999999999";0:02:20;1:17:51;ME-43;CT-08;R-06;;;;;"3";;;;;;"1";"3";"6";;"10";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;;"2";;"1";;"2";;"1";;;;;;"1";;"1";;;;;"1.2";1.2 Estructuras de mediana altura
"domingo, 18 de octubre de 2020";CL 140D    10F   82;"4.744401000000000";"-74.096402999999995";0:05:17;1:50:45;ME-32;R-12;;;;;;"2";;;;;;"1";;"6";;"7";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"lunes, 19 de octubre de 2020";CL 41   SUR 81K   81;"4.629567186000000";"-74.164847499999993";0:11:44;1:09:05;ME-22;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"lunes, 19 de octubre de 2020";KR 110C BIS   76   17;"4.714714000000000";"-74.122774000000007";0:07:56;0:48:34;ME-48;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"martes, 20 de octubre de 2020";CL 1F    5A   10;"4.587942406000000";"-74.079121540000003";0:06:30;0:47:40;ME-38;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"martes, 20 de octubre de 2020";TV 55    108   15;"4.697528660000000";"-74.064635559999999";0:09:50;1:11:48;ME-20;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"miércoles, 21 de octubre de 2020";CL 60B BIS  SUR 17   39;"4.560022000000000";"-74.135847999999996";0:05:28;1:29:44;ME-39;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;"1";"2";;;"1";"2";;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"miércoles, 21 de octubre de 2020";KR 84    40   69 SUR;"4.631791161000000";"-74.165171389999998";0:06:43;4:24:51;ME-22;MA-04;CT-06;;;;;"3";;;;;;"1";"2";"5";;"8";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;"2";;;;"2";;;;;;;;;;;;;;;;"1.5";"1.5 Sistema de almacenamiento, tanques y/0 contenedores"
"miércoles, 21 de octubre de 2020";CL 19    13   32;"4.608345325000000";"-74.075447859999997";0:06:00;1:54:58;UR-01;CT-11;X-43;;;;;"3";;;;;;"1";"2";"8";;"11";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.2 COMERCIO ZONAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.4.2;1.4.2 Centros multimodales
"miércoles, 21 de octubre de 2020";CL 22    110A   6;"4.683129085000000";"-74.147066589999994";0:03:45;2:52:31;ME-43;CT-08;R-06;;;;;"3";;;;;;"2";"2";"7";;"11";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"6";"1";;;"6";"1";;;;;;;;;;;;;;;"1.5";"1.5 Sistema de almacenamiento, tanques y/0 contenedores"
"jueves, 22 de octubre de 2020";CL 164    14D   4;"4.742857000000000";"-74.035678000000004";0:05:25;2:43:25;ME-42;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.4.1 INDETERMINADA;INDETERMINADA;"1";"1";;;"1";"1";;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"jueves, 22 de octubre de 2020";CL 23    116   31;"4.690522000000000";"-74.148908000000006";0:06:27;3:52:21;ME-43;CT-08;UT-01;;;;;"3";;;;;;"2";"2";"6";;"10";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"2";"1";;;"2";"1";;;;;;;;;;;;;;;"4.3";4.3 Redes urbanas de gas
"jueves, 22 de octubre de 2020";KR 8    17   99 SUR;"4.576890918000000";"-74.090726250000003";0:10:27;3:56:59;ME-41;R-09;;;;;;"2";;;;;;"1";"1";"6";;"8";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.5 SALUD;"1.1.5.3 III y IV NIVEL (atención de alta complejidad brindada por médicos y odontólogos generales, especialistas básicos y subespecialistas como cardiólogos, neurólogos, nefrólogos, gastroenterólogos, y otros de acuerdo a disponibilidad de recurs";;;;;;1.1.3.1 LLAMA ABIERTA;PROVOCADA;"20";"13";;;"20";"13";;;"1";;;;"1";;;;;;;;1.4.2;1.4.2 Centros multimodales
"jueves, 22 de octubre de 2020";KR 11A    2   56;"4.592609870000000";"-74.084383059999993";0:04:57;1:48:46;UR-01;ME-21;CT-11;X-31;;;;"4";;;;;;"1";"2";"9";;"12";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"3";;;;"3";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"jueves, 22 de octubre de 2020";KR 111A    18   15;"4.681466501000000";"-74.150472030000003";0:01:49;1:27:46;ME-43;CT-08;;;;;;"2";;;;;;"2";"2";"8";;"12";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.9  FUENTE DE CALOR NO IDENTIFICADA;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;"1";;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 23 de octubre de 2020";DG 45C   SUR 13;"4.570078000000000";"-74.120992000000001";0:10:29;1:00:03;ME-44;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.3 MOTOCICLETA;;;1.2.4.1 INDETERMINADA;INDETERMINADA;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"viernes, 23 de octubre de 2020";KR 59    45A   53;"4.650269001000000";"-74.092550279999998";0:07:12;1:03:21;MLI02;;;;;;;"1";;;;;;;"1";"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.3.1 LLAMA ABIERTA;PROVOCADA;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"sábado, 24 de octubre de 2020";KR 69H    72   44;"4.682721000000000";"-74.089478999999997";0:04:05;2:08:06;ME-29;;;;;;;"1";;;;;;"1";;"3";;"4";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.2 CAMIONETA;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"sábado, 24 de octubre de 2020";CL 129    52   30;"4.716311000000000";"-74.058751999999998";0:01:16;1:34:41;ME-20;X-40;;;;;;"2";;;;;;"1";"1";"4";;"6";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"sábado, 24 de octubre de 2020";CL 127A    11B   70;"4.706223264000000";"-74.036634000000006";0:06:54;0:53:42;CT-10;ME-42;;;;;;"2";;;;;;"1";"1";"5";;"7";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;"4.3";4.3 Redes urbanas de gas
"sábado, 24 de octubre de 2020";CL 19   SUR 69   55;"4.615394499000000";"-74.129929149999995";0:03:25;3:34:00;ME-22;MA-04;;;;;;"2";;;;;;"1";"2";"6";;"9";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"2";"1";;;"2";"1";;;"1";;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"sábado, 24 de octubre de 2020";KR 13B   ESTE 46   36 SUR;"4.540338921000000";"-74.083522700000003";0:05:08;3:12:39;ME-41;R-09;;;;;;"2";;;;;;;"1";"6";;"7";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;"1";;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"lunes, 26 de octubre de 2020";KR 24B    38   33 SUR;"4.582083000000000";"-74.120892999999995";0:01:53;5:37:06;ME-44;CT-12;;;;;;"2";;;;;;"1";;"7";;"8";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"lunes, 26 de octubre de 2020";KR 58    137B   1;"4.727722000000000";"-74.065124999999995";0:12:25;0:51:28;ME-20;;;;;;;"1";;;;;;;;"5";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"martes, 27 de octubre de 2020";DG 74C BIS  SUR 79   80;"4.608772000000000";"-74.202475000000007";0:08:26;2:18:11;ME-36;;;;;;;"1";;;;;;;"2";"2";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;;"2";;;;"2";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"martes, 27 de octubre de 2020";AC 183    18;"4.760274000000000";"-74.039475999999993";0:05:34;0:47:03;ME-42;;;;;;;"1";;;;;;;"1";"5";;"6";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;"2";;;;"2";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"jueves, 29 de octubre de 2020";CL 60B   SUR 18D   43;"4.561583336000000";"-74.137627780000003";0:01:17;2:18:42;ME-35;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"jueves, 29 de octubre de 2020";CL 40   SUR 23;"4.580207000000000";"-74.120473000000004";0:06:07;0:29:12;ME-44;;;;;;;"1";;;;;;;"1";"3";;"4";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.3 MOTOCICLETA;;;"1.2.3.3  OTRAS, CUAL, DESCRIBALA";PROVOCADA;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"jueves, 29 de octubre de 2020";CL 48   SUR 81C   32;"4.622402727000000";"-74.171784599999995";0:06:27;3:35:45;ME-22;CT-06;;;;;;"2";;;;;;;;"6";;"6";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;"1";;;;"1";;;;;;;;"1";;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 30 de octubre de 2020";DG 32C   SUR 12I   2;"4.571461925000000";"-74.111101140000002";0:08:08;1:00:44;ME-44;CT-12;;;;;;"2";;;;;;;"2";"6";;"8";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.3.1 LLAMA ABIERTA;PROVOCADA;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
